member,chamber,ticker,type,transaction_date,filing_date,amount,party,signed,q
Virginia Foxx,House,CPXWF,P,2021-03-24,2022-04-05,8000.5,R,8000.5,2021Q1
Virginia Foxx,House,CPXWF,P,2021-03-21,2022-04-05,,R,,2021Q1
Virginia Foxx,House,CPXWF,P,2021-03-23,2022-04-05,,R,,2021Q1
Virginia Foxx,House,CPXWF,P,2021-03-08,2022-04-05,,R,,2021Q1
Virginia Foxx,House,CWEN.A,P,2021-03-23,2022-04-05,,R,,2021Q1
Virginia Foxx,House,XOM,P,2021-03-10,2022-04-05,8000.5,R,8000.5,2021Q1
Virginia Foxx,House,HCRB,S,2021-03-22,2022-04-05,,R,,2021Q1
Virginia Foxx,House,ORI,P,2021-03-08,2022-04-05,8000.5,R,8000.5,2021Q1
Virginia Foxx,House,ORI,P,2021-03-07,2022-04-05,8000.5,R,8000.5,2021Q1
Virginia Foxx,House,PM,S,2021-03-23,2022-04-05,,R,,2021Q1
Virginia Foxx,House,R,S,2021-03-14,2022-04-05,,R,,2021Q1
Virginia Foxx,House,SIRE,P,2021-03-28,2022-04-05,,R,,2021Q1
Virginia Foxx,House,BTI,P,2022-04-07,2022-05-04,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,BTI,P,2022-04-26,2022-05-04,,R,,2022Q2
Virginia Foxx,House,CWEN.A,S,2022-04-08,2022-05-04,32500.5,R,-32500.5,2022Q2
Virginia Foxx,House,GPP,P,2022-04-08,2022-05-04,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,GPP,P,2022-04-22,2022-05-04,,R,,2022Q2
Virginia Foxx,House,KNOP,P,2022-04-22,2022-05-04,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,KNOP,P,2022-04-11,2022-05-04,,R,,2022Q2
Virginia Foxx,House,MMP,P,2022-04-22,2022-05-04,,R,,2022Q2
Virginia Foxx,House,MMP,P,2022-04-21,2022-05-04,,R,,2022Q2
Virginia Foxx,House,MMP,P,2022-04-28,2022-05-04,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,ORI,P,2022-04-06,2022-05-04,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,RIO,S,2022-04-25,2022-05-04,75000.5,R,-75000.5,2022Q2
Virginia Foxx,House,RIO,P,2022-04-11,2022-05-04,32500.5,R,32500.5,2022Q2
Virginia Foxx,House,RIO,P,2022-04-20,2022-05-04,32500.5,R,32500.5,2022Q2
Virginia Foxx,House,R,P,2022-04-21,2022-05-04,,R,,2022Q2
Virginia Foxx,House,SCHH,S,2022-04-08,2022-05-04,32500.5,R,-32500.5,2022Q2
Virginia Foxx,House,SIRE,S,2022-04-19,2022-05-04,75000.5,R,-75000.5,2022Q2
Virginia Foxx,House,SIRE,P,2022-04-07,2022-05-04,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,TTE,P,2022-04-07,2022-05-04,32500.5,R,32500.5,2022Q2
Virginia Foxx,House,TTE,P,2022-04-21,2022-05-04,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,USDP,P,2022-04-29,2022-05-04,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,USDP,P,2022-04-22,2022-05-04,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,ADM,P,2022-05-02,2022-06-04,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,T,P,2022-05-06,2022-06-04,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,EPD,P,2022-05-03,2022-06-04,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,GPP,P,2022-05-16,2022-06-04,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,HTGC,P,2022-05-09,2022-06-04,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,KMI,S,2022-05-19,2022-06-04,75000.5,R,-75000.5,2022Q2
Virginia Foxx,House,KNOP,P,2022-05-17,2022-06-04,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,MMP,P,2022-05-16,2022-06-04,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,ORI,S,2022-05-12,2022-06-04,,R,,2022Q2
Virginia Foxx,House,OXBR,S,2022-05-18,2022-06-04,8000.5,R,-8000.5,2022Q2
Virginia Foxx,House,PAA,P,2022-05-16,2022-06-04,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,SIRE,P,2022-05-19,2022-06-04,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,SIRE,P,2022-05-17,2022-06-04,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,SIRE,P,2022-05-03,2022-06-04,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,SIRE,P,2022-05-06,2022-06-04,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,USDP,P,2022-05-09,2022-06-04,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,WBD,S,2022-05-17,2022-06-04,,R,,2022Q2
Virginia Foxx,House,BTI,S,2022-06-14,2022-07-05,175000.5,R,-175000.5,2022Q2
Virginia Foxx,House,BTI,P,2022-06-13,2022-07-05,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,CWEN.A,S,2022-06-15,2022-07-05,,R,,2022Q2
Virginia Foxx,House,CWEN.A,P,2022-06-16,2022-07-05,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,CWEN.A,S,2022-06-22,2022-07-05,8000.5,R,-8000.5,2022Q2
Virginia Foxx,House,EPD,S,2022-06-23,2022-07-05,,R,,2022Q2
Virginia Foxx,House,XOM,S,2022-06-23,2022-07-05,175000.5,R,-175000.5,2022Q2
Virginia Foxx,House,GPP,P,2022-06-13,2022-07-05,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,KNOP,P,2022-06-10,2022-07-05,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,MMP,P,2022-06-15,2022-07-05,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,MFC,S,2022-06-22,2022-07-05,,R,,2022Q2
Virginia Foxx,House,NHI,P,2022-06-28,2022-07-05,,R,,2022Q2
Virginia Foxx,House,PAA,S,2022-06-23,2022-07-05,,R,,2022Q2
Virginia Foxx,House,SIRE,P,2022-06-10,2022-07-05,8000.5,R,8000.5,2022Q2
Virginia Foxx,House,USDP,P,2022-06-22,2022-07-05,75000.5,R,75000.5,2022Q2
Virginia Foxx,House,ARLP,P,2022-07-22,2022-08-05,,R,,2022Q3
Virginia Foxx,House,ARLP,P,2022-07-28,2022-08-05,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,BTI,P,2022-07-14,2022-08-05,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,BTI,P,2022-07-29,2022-08-05,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,GSK,P,2022-07-06,2022-08-05,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,MMP,P,2022-07-21,2022-08-05,32500.5,R,32500.5,2022Q3
Virginia Foxx,House,MOS,P,2022-07-28,2022-08-05,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,PBA,P,2022-07-29,2022-08-05,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,PG,P,2022-07-20,2022-08-05,75000.5,R,75000.5,2022Q3
Virginia Foxx,House,UVV,P,2022-07-13,2022-08-05,175000.5,R,175000.5,2022Q3
Virginia Foxx,House,UVV,P,2022-07-05,2022-08-05,75000.5,R,75000.5,2022Q3
Virginia Foxx,House,VIASP,S,2022-07-14,2022-08-05,32500.5,R,-32500.5,2022Q3
Virginia Foxx,House,AA,P,2022-08-02,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,AA,P,2022-08-04,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,AA,P,2022-08-19,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,AA,P,2022-08-22,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,AA,P,2022-08-30,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,BTI,P,2022-08-23,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,FLNG,P,2022-08-01,2022-09-08,,R,,2022Q3
Virginia Foxx,House,FLNG,P,2022-08-04,2022-09-08,,R,,2022Q3
Virginia Foxx,House,FLNG,P,2022-08-23,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,FLNG,P,2022-08-26,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,GOGL,P,2022-08-17,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,GOGL,P,2022-08-18,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,GOGL,P,2022-08-19,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,GOGL,P,2022-08-22,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,GOGL,P,2022-08-24,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,GOGL,P,2022-08-26,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,GOGL,P,2022-08-29,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,GOGL,P,2022-08-30,2022-09-08,,R,,2022Q3
Virginia Foxx,House,GPP,P,2022-08-09,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,GPP,P,2022-08-26,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,GSK,P,2022-08-10,2022-09-08,,R,,2022Q3
Virginia Foxx,House,GSK,P,2022-08-16,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,GSK,P,2022-08-05,2022-09-08,,R,,2022Q3
Virginia Foxx,House,GSK,P,2022-08-09,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,HES,P,2022-08-03,2022-09-08,32500.5,R,32500.5,2022Q3
Virginia Foxx,House,IMKTA,P,2022-08-04,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,KMI,P,2022-08-22,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,KNOP,S,2022-08-01,2022-09-08,75000.5,R,-75000.5,2022Q3
Virginia Foxx,House,MOS,P,2022-08-01,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,MOS,P,2022-08-04,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,NFG,P,2022-08-05,2022-09-08,32500.5,R,32500.5,2022Q3
Virginia Foxx,House,NFG,P,2022-08-03,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,NFG,P,2022-08-08,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,NEWT,P,2021-08-30,2022-09-08,8000.5,R,8000.5,2021Q3
Virginia Foxx,House,SJT,P,2022-08-25,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,SJT,P,2022-08-11,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,SJT,P,2022-08-19,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,SJT,P,2022-08-23,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,SJT,P,2022-08-24,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,SJT,P,2022-08-26,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,SJT,P,2022-08-29,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,SJT,P,2022-08-31,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,SIRE,P,2022-08-24,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,USDP,P,2022-08-30,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,VGR,P,2022-08-04,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,VGR,P,2022-08-05,2022-09-08,32500.5,R,32500.5,2022Q3
Virginia Foxx,House,VGR,P,2022-08-17,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,VGR,P,2022-08-22,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,VGR,P,2022-08-24,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,VGR,P,2022-08-26,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,VGR,P,2022-08-30,2022-09-08,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,AA,P,2022-09-01,2022-10-12,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,CF,P,2022-09-01,2022-10-12,,R,,2022Q3
Virginia Foxx,House,CF,P,2022-09-07,2022-10-12,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,CF,P,2022-09-12,2022-10-12,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,CF,P,2022-09-16,2022-10-12,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,GOGL,S,2022-09-29,2022-10-12,,R,,2022Q3
Virginia Foxx,House,GOGL,P,2022-09-15,2022-10-12,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,GPP,P,2022-09-01,2022-10-12,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,GPP,P,2022-09-29,2022-10-12,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,GPP,P,2022-09-23,2022-10-12,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,IMKTA,S,2022-09-30,2022-10-12,,R,,2022Q3
Virginia Foxx,House,NFG,P,2022-09-07,2022-10-12,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,NFG,S,2022-09-30,2022-10-12,,R,,2022Q3
Virginia Foxx,House,NHI,S,2022-09-01,2022-10-12,,R,,2022Q3
Virginia Foxx,House,NEWT,S,2022-09-27,2022-10-12,,R,,2022Q3
Virginia Foxx,House,NEWT,P,2022-09-01,2022-10-12,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,NEWT,P,2022-09-06,2022-10-12,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,NEWT,P,2022-09-20,2022-10-12,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,SJT,P,2022-09-14,2022-10-12,75000.5,R,75000.5,2022Q3
Virginia Foxx,House,SJT,S,2022-09-26,2022-10-12,,R,,2022Q3
Virginia Foxx,House,USDP,P,2022-09-16,2022-10-12,8000.5,R,8000.5,2022Q3
Virginia Foxx,House,CPXWF,S,2022-10-21,2022-11-03,,R,,2022Q4
Virginia Foxx,House,FLNG,P,2022-10-05,2022-11-03,8000.5,R,8000.5,2022Q4
Virginia Foxx,House,MRO,P,2022-10-31,2022-11-03,8000.5,R,8000.5,2022Q4
Virginia Foxx,House,PG,S,2022-10-14,2022-11-03,175000.5,R,-175000.5,2022Q4
Virginia Foxx,House,ARLP,P,2022-11-15,2022-12-06,8000.5,R,8000.5,2022Q4
Virginia Foxx,House,BTI,P,2022-11-01,2022-12-06,8000.5,R,8000.5,2022Q4
Virginia Foxx,House,FLNG,P,2022-11-15,2022-12-06,8000.5,R,8000.5,2022Q4
Virginia Foxx,House,MRO,P,2022-11-21,2022-12-06,,R,,2022Q4
Virginia Foxx,House,MRO,P,2022-11-28,2022-12-06,8000.5,R,8000.5,2022Q4
Virginia Foxx,House,SIRE,S,2022-11-02,2022-12-06,8000.5,R,-8000.5,2022Q4
Virginia Foxx,House,TAK,P,2022-11-01,2022-12-06,8000.5,R,8000.5,2022Q4
Lois Frankel,House,AXP,P,2021-12-03,2022-01-16,8000.5,D,8000.5,2021Q4
Lois Frankel,House,XRAY,S,2021-12-05,2022-01-16,8000.5,D,-8000.5,2021Q4
Lois Frankel,House,DD,P,2021-12-09,2022-01-16,8000.5,D,8000.5,2021Q4
Lois Frankel,House,INTC,P,2021-12-10,2022-01-16,8000.5,D,8000.5,2021Q4
Lois Frankel,House,INTC,S,2021-12-08,2022-01-16,8000.5,D,-8000.5,2021Q4
Lois Frankel,House,MRK,P,2021-12-03,2022-01-16,8000.5,D,8000.5,2021Q4
Lois Frankel,House,FANG,P,2022-01-10,2022-02-16,8000.5,D,8000.5,2022Q1
Lois Frankel,House,FANG,P,2022-01-11,2022-02-16,8000.5,D,8000.5,2022Q1
Lois Frankel,House,DCI,S,2022-01-11,2022-02-16,8000.5,D,-8000.5,2022Q1
Lois Frankel,House,HES,P,2022-01-10,2022-02-16,8000.5,D,8000.5,2022Q1
Lois Frankel,House,KKR,P,2022-01-11,2022-02-16,8000.5,D,8000.5,2022Q1
Lois Frankel,House,KKR,P,2022-01-13,2022-02-16,8000.5,D,8000.5,2022Q1
Lois Frankel,House,LMT,P,2022-01-12,2022-02-16,8000.5,D,8000.5,2022Q1
Lois Frankel,House,OLLI,S,2022-01-11,2022-02-16,8000.5,D,-8000.5,2022Q1
Lois Frankel,House,SEDG,P,2022-01-10,2022-02-16,8000.5,D,8000.5,2022Q1
Lois Frankel,House,FANG,S,2022-02-07,2022-02-27,8000.5,D,-8000.5,2022Q1
Lois Frankel,House,MCK,P,2022-01-20,2022-02-27,8000.5,D,8000.5,2022Q1
Lois Frankel,House,MDT,P,2022-02-07,2022-02-27,8000.5,D,8000.5,2022Q1
Lois Frankel,House,NXPI,S,2022-02-14,2022-02-27,8000.5,D,-8000.5,2022Q1
Lois Frankel,House,PFE,P,2022-02-02,2022-02-27,8000.5,D,8000.5,2022Q1
Lois Frankel,House,PPG,P,2022-02-09,2022-02-27,8000.5,D,8000.5,2022Q1
Lois Frankel,House,SSNC,P,2022-02-02,2022-02-27,8000.5,D,8000.5,2022Q1
Lois Frankel,House,ACN,P,2022-02-22,2022-04-06,8000.5,D,8000.5,2022Q1
Lois Frankel,House,IAA,P,2022-03-02,2022-04-06,8000.5,D,8000.5,2022Q1
Lois Frankel,House,MAR,P,2022-03-09,2022-04-06,8000.5,D,8000.5,2022Q1
Lois Frankel,House,MCK,P,2022-03-08,2022-04-06,8000.5,D,8000.5,2022Q1
Lois Frankel,House,MDT,S,2022-02-22,2022-04-06,8000.5,D,-8000.5,2022Q1
Lois Frankel,House,SEDG,P,2022-02-22,2022-04-06,8000.5,D,8000.5,2022Q1
Lois Frankel,House,TXN,P,2022-03-09,2022-04-06,8000.5,D,8000.5,2022Q1
Lois Frankel,House,FIS,S,2022-04-13,2022-05-03,8000.5,D,-8000.5,2022Q2
Lois Frankel,House,JCI,P,2022-03-24,2022-05-03,8000.5,D,8000.5,2022Q1
Lois Frankel,House,JCI,P,2022-03-23,2022-05-03,8000.5,D,8000.5,2022Q1
Lois Frankel,House,NXPI,P,2022-04-06,2022-05-03,8000.5,D,8000.5,2022Q2
Lois Frankel,House,PXD,P,2022-03-30,2022-05-03,8000.5,D,8000.5,2022Q1
Lois Frankel,House,SHW,P,2022-04-13,2022-05-03,8000.5,D,8000.5,2022Q2
Lois Frankel,House,Y,S,2022-05-02,2022-06-09,8000.5,D,-8000.5,2022Q2
Lois Frankel,House,COLD,P,2022-04-29,2022-06-09,8000.5,D,8000.5,2022Q2
Lois Frankel,House,COLD,P,2022-05-02,2022-06-09,8000.5,D,8000.5,2022Q2
Lois Frankel,House,AVY,P,2022-04-25,2022-06-09,8000.5,D,8000.5,2022Q2
Lois Frankel,House,C,S,2022-05-11,2022-06-09,8000.5,D,-8000.5,2022Q2
Lois Frankel,House,GD,P,2022-05-04,2022-06-09,8000.5,D,8000.5,2022Q2
Lois Frankel,House,JNJ,P,2022-04-27,2022-06-09,8000.5,D,8000.5,2022Q2
Lois Frankel,House,JCI,P,2022-05-11,2022-06-09,8000.5,D,8000.5,2022Q2
Lois Frankel,House,PXD,P,2022-04-27,2022-06-09,8000.5,D,8000.5,2022Q2
Lois Frankel,House,SHW,P,2022-04-25,2022-06-09,8000.5,D,8000.5,2022Q2
Lois Frankel,House,CI,P,2022-06-01,2022-06-16,8000.5,D,8000.5,2022Q2
Lois Frankel,House,GD,P,2022-05-18,2022-06-16,8000.5,D,8000.5,2022Q2
Lois Frankel,House,MRK,S,2022-06-14,2022-06-16,8000.5,D,-8000.5,2022Q2
Lois Frankel,House,AXP,P,2022-06-22,2022-07-22,8000.5,D,8000.5,2022Q2
Lois Frankel,House,CMCSA,P,2022-06-15,2022-07-22,8000.5,D,8000.5,2022Q2
Lois Frankel,House,ARE,P,2022-07-28,2022-08-31,8000.5,D,8000.5,2022Q3
Lois Frankel,House,CBOE,S,2022-07-28,2022-08-31,8000.5,D,-8000.5,2022Q3
Lois Frankel,House,GD,P,2022-07-20,2022-08-31,8000.5,D,8000.5,2022Q3
Lois Frankel,House,HUBB,S,2022-07-27,2022-08-31,8000.5,D,-8000.5,2022Q3
Lois Frankel,House,NOC,P,2022-07-25,2022-08-31,8000.5,D,8000.5,2022Q3
Lois Frankel,House,TT,P,2022-08-10,2022-08-31,8000.5,D,8000.5,2022Q3
Lois Frankel,House,ZBH,P,2022-07-22,2022-08-31,8000.5,D,8000.5,2022Q3
Lois Frankel,House,CL,P,2022-09-12,2022-09-20,8000.5,D,8000.5,2022Q3
Lois Frankel,House,KLAC,P,2022-09-07,2022-09-20,8000.5,D,8000.5,2022Q3
Lois Frankel,House,LOW,P,2022-09-14,2022-09-20,8000.5,D,8000.5,2022Q3
Lois Frankel,House,TGT,P,2022-09-07,2022-09-20,8000.5,D,8000.5,2022Q3
Lois Frankel,House,BSX,P,2022-09-28,2022-10-24,8000.5,D,8000.5,2022Q3
Lois Frankel,House,CMCSA,P,2022-10-12,2022-10-24,8000.5,D,8000.5,2022Q4
Lois Frankel,House,FANG,S,2022-10-12,2022-10-24,8000.5,D,-8000.5,2022Q4
Lois Frankel,House,HAL,S,2022-10-07,2022-10-24,8000.5,D,-8000.5,2022Q4
Lois Frankel,House,PGR,P,2022-10-07,2022-10-24,8000.5,D,8000.5,2022Q4
Lois Frankel,House,UI,P,2022-09-28,2022-10-24,8000.5,D,8000.5,2022Q3
Lois Frankel,House,COLD,P,2022-10-27,2022-11-18,8000.5,D,8000.5,2022Q4
Lois Frankel,House,GD,P,2022-10-19,2022-11-18,8000.5,D,8000.5,2022Q4
Lois Frankel,House,NSP,P,2022-10-26,2022-11-18,8000.5,D,8000.5,2022Q4
Lois Frankel,House,PLD,P,2022-10-26,2022-11-18,8000.5,D,8000.5,2022Q4
Lois Frankel,House,PLD,P,2022-11-09,2022-11-18,8000.5,D,8000.5,2022Q4
Scott Franklin,House,BRP,S,2021-04-27,2022-03-03,,R,,2021Q2
Scott Franklin,House,CSCO,P,2022-09-13,2022-10-11,32500.5,R,32500.5,2022Q3
Scott Franklin,House,ONEQ,P,2022-09-13,2022-10-11,8000.5,R,8000.5,2022Q3
Scott Franklin,House,HD,P,2022-09-09,2022-10-11,8000.5,R,8000.5,2022Q3
Scott Franklin,House,IVW,P,2022-09-09,2022-10-11,32500.5,R,32500.5,2022Q3
Scott Franklin,House,LMT,P,2022-09-12,2022-10-11,,R,,2022Q3
Scott Franklin,House,LMT,P,2022-09-12,2022-10-11,8000.5,R,8000.5,2022Q3
Scott Franklin,House,MDT,P,2022-09-13,2022-10-11,,R,,2022Q3
Scott Franklin,House,MDT,P,2022-09-13,2022-10-11,8000.5,R,8000.5,2022Q3
Scott Franklin,House,SBUX,P,2022-09-13,2022-10-11,32500.5,R,32500.5,2022Q3
Scott Franklin,House,SBUX,P,2022-09-09,2022-10-11,32500.5,R,32500.5,2022Q3
Scott Franklin,House,WMT,P,2022-09-09,2022-10-11,8000.5,R,8000.5,2022Q3
Scott Franklin,House,WMT,P,2022-09-13,2022-10-11,8000.5,R,8000.5,2022Q3
John Garamendi,House,SQ,S,2022-01-14,2022-01-21,8000.5,D,-8000.5,2022Q1
John Garamendi,House,GVA,S,2022-01-14,2022-01-21,8000.5,D,-8000.5,2022Q1
John Garamendi,House,FB,S,2022-01-14,2022-01-21,,D,,2022Q1
Andrew Garbarino,House,ORMP,S,2022-01-14,2022-01-14,8000.5,R,-8000.5,2022Q1
Michael Garcia,House,AMC,S,2022-08-12,2022-08-23,8000.5,D,-8000.5,2022Q3
Bob Gibbs,House,GOOGL,P,2022-02-02,2022-02-06,,D,,2022Q1
Bob Gibbs,House,WBD,S,2022-08-04,2022-08-05,8000.5,D,-8000.5,2022Q3
Bob Gibbs,House,AAPL,P,2022-09-06,2022-09-06,8000.5,D,8000.5,2022Q3
Bob Gibbs,House,INTC,S,2022-12-21,2022-12-22,8000.5,D,-8000.5,2022Q4
Bob Gibbs,House,MDT,S,2022-12-21,2022-12-22,32500.5,D,-32500.5,2022Q4
Josh Gottheimer,House,AZTA,P,2021-12-14,2022-01-10,8000.5,D,8000.5,2021Q4
Josh Gottheimer,House,CCI,P,2021-12-02,2022-01-10,8000.5,D,8000.5,2021Q4
Josh Gottheimer,House,XNGSY,P,2021-12-21,2022-01-10,8000.5,D,8000.5,2021Q4
Josh Gottheimer,House,ITCI,P,2021-12-21,2022-01-10,8000.5,D,8000.5,2021Q4
Josh Gottheimer,House,MTX,P,2021-12-15,2022-01-10,8000.5,D,8000.5,2021Q4
Josh Gottheimer,House,PNGAY,P,2021-12-15,2022-01-10,8000.5,D,8000.5,2021Q4
Josh Gottheimer,House,XP,P,2021-12-22,2022-01-10,8000.5,D,8000.5,2021Q4
Josh Gottheimer,House,COF,P,2022-01-10,2022-02-18,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,EL,P,2022-01-31,2022-02-18,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,FIS,P,2022-01-25,2022-02-18,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,FIS,P,2022-01-26,2022-02-18,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,ISRG,P,2022-01-10,2022-02-18,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,OLLI,P,2022-01-10,2022-02-18,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,PATK,P,2022-01-24,2022-02-18,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,SNAP,P,2022-01-28,2022-02-18,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,VZ,P,2022-01-10,2022-02-18,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,AFRM,P,2022-02-09,2022-03-18,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,SQ,S,2022-02-02,2022-03-18,8000.5,D,-8000.5,2022Q1
Josh Gottheimer,House,KO,P,2022-02-03,2022-03-18,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,ENPH,P,2022-02-23,2022-03-18,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,ETSY,P,2022-02-09,2022-03-18,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,FIS,P,2022-02-28,2022-03-18,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,INTC,P,2022-02-14,2022-03-18,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,INTU,S,2022-02-28,2022-03-18,,D,,2022Q1
Josh Gottheimer,House,LOW,P,2022-02-03,2022-03-18,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,ROK,S,2022-02-02,2022-03-18,8000.5,D,-8000.5,2022Q1
Josh Gottheimer,House,TEX,P,2022-02-09,2022-03-18,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,TSLA,P,2022-02-15,2022-03-18,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,TXN,P,2022-02-07,2022-03-18,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,UPS,P,2022-02-18,2022-03-18,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,UPS,P,2022-02-02,2022-03-18,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,VZ,P,2022-02-04,2022-03-18,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,ABBV,P,2022-03-08,2022-04-17,8000.5,D,8000.5,2022Q1
Josh Gottheimer,House,APD,P,2022-03-17,2022-04-17,8000.5,D,8000.5,2022Q1
