ticker,member_last,member_first,state,party,amount
AAL,Jeffries,Hakeem,NY,Democrat,10000
AAL,Larsen,Rick,WA,Democrat,10000
AAL,Gimenez,Carlos,FL,Republican,8500
AAL,Clark,Katherine,MA,Democrat,8500
AAL,Quigley,Mike,IL,Democrat,7500
AAL,Aguilar,Pete,CA,Democrat,6000
AAL,Stanton,Greg,AZ,Democrat,6000
AAL,Ellzey,Jake,TX,Republican,6000
AAL,Veasey,Marc,TX,Democrat,6000
AAL,Wilson,Frederica,FL,Democrat,5500
AAL,Menendez,Robert,NJ,Democrat,5500
AAL,Westerman,Bruce,AR,Republican,5500
AAL,Scalise,Steve,LA,Republican,5000
AAL,Baldwin,Tammy,WI,Democrat,5000
AAL,Budd,Ted,NC,Republican,5000
AAL,Johnson,Henry,GA,Democrat,5000
AAL,Johnson,Ron,WI,Republican,5000
AAL,Johnson,Mike,LA,Republican,5000
AAL,Johnson,Dusty,SD,Republican,5000
AAL,Johnson,Julie,TX,Democrat,5000
AAL,Cantwell,Maria,WA,Democrat,5000
AAL,McCormick,Rich,GA,Republican,5000
AAL,McCormick,Dave,PA,Republican,5000
AAL,Smith,Jason,MO,Republican,5000
AAL,Van Duyne,Beth,TX,Republican,5000
AAL,Fischer,Deb,NE,Republican,5000
AAL,Schneider,Bradley,IL,Democrat,4500
AAL,Brownley,Julia,CA,Democrat,4500
AAL,Neal,Richard,MA,Democrat,4500
AAL,Meeks,Gregory,NY,Democrat,3500
AAL,Newhouse,Dan,WA,Republican,3500
AAL,Estes,Ron,KS,Republican,3500
AAL,Burlison,Eric,MO,Republican,3500
AAL,Carbajal,Salud,CA,Democrat,3000
AAL,Horsford,Steven,NV,Democrat,3000
AAL,Fong,Vince,CA,Republican,2500
AAL,Blunt Rochester,Lisa,DE,Democrat,2500
AAL,Schweikert,David,AZ,Republican,2500
AAL,Stauber,Pete,MN,Republican,2500
ABBV,Schneider,Bradley,IL,Democrat,10000
ABBV,Aguilar,Pete,CA,Democrat,10000
ABBV,Blunt Rochester,Lisa,DE,Democrat,10000
ABBV,Smith,Jason,MO,Republican,10000
ABBV,Watson Coleman,Bonnie,NJ,Democrat,10000
ABBV,Plaskett,Stacey,VI,Democrat,10000
ABBV,Feenstra,Randy,IA,Republican,10000
ABBV,Veasey,Marc,TX,Democrat,8500
ABBV,Heinrich,Martin,NM,Democrat,7500
ABBV,Valadao,David,CA,Republican,7500
ABBV,Meeks,Gregory,NY,Democrat,7500
ABBV,Ivey,Glenn,MD,Democrat,7500
ABBV,Peters,Scott,CA,Democrat,7500
ABBV,Kelly,Robin,IL,Democrat,7500
ABBV,Miller-Meeks,Mariannette,IA,Republican,7500
ABBV,Cassidy,Bill,LA,Republican,7500
ABBV,Fitzpatrick,Brian,PA,Republican,7500
ABBV,Thompson,Bennie,MS,Democrat,7500
ABBV,Thompson,Mike,CA,Democrat,7500
ABBV,Thompson,Glenn,PA,Republican,7500
ABBV,Bost,Mike,IL,Republican,7500
ABBV,Daines,Steve,MT,Republican,7500
ABBV,Johnson,Henry,GA,Democrat,7000
ABBV,Johnson,Ron,WI,Republican,7000
ABBV,Johnson,Mike,LA,Republican,7000
ABBV,Johnson,Dusty,SD,Republican,7000
ABBV,Johnson,Julie,TX,Democrat,7000
ABBV,Jackson,Ronny,TX,Republican,7000
ABBV,Jackson,Jonathan,IL,Democrat,7000
ABBV,Neguse,Joe,CO,Democrat,6500
ABBV,Salinas,Andrea,OR,Democrat,6500
ABBV,Houlahan,Chrissy,PA,Democrat,6000
ABBV,Kiley,Kevin,CA,Independent,5000
ABBV,Guthrie,Brett,KY,Republican,5000
ABBV,Neal,Richard,MA,Democrat,5000
ABBV,Estes,Ron,KS,Republican,5000
ABT,Foxx,Virginia,NC,Republican,10000
ABT,Kelly,Robin,IL,Democrat,10000
ABT,Sewell,Terri,AL,Democrat,10000
ABT,Scott,Rick,FL,Republican,10000
ABT,King,Angus,ME,Independent,10000
ABT,Bilirakis,Gus,FL,Republican,10000
ABT,Horsford,Steven,NV,Democrat,10000
ABT,Balderson,Troy,OH,Republican,10000
ABT,Bost,Mike,IL,Republican,10000
ABT,Peters,Scott,CA,Democrat,10000
ABT,Blunt Rochester,Lisa,DE,Democrat,10000
ABT,Aguilar,Pete,CA,Democrat,10000
ABT,Barrasso,John,WY,Republican,10000
ABT,Smith,Jason,MO,Republican,10000
ABT,Buchanan,Vern,FL,Republican,10000
ABT,Panetta,Jimmy,CA,Democrat,10000
ABT,Neal,Richard,MA,Democrat,10000
ABT,Jordan,Jim,OH,Republican,10000
ABT,Schneider,Bradley,IL,Democrat,10000
ABT,Soto,Darren,FL,Democrat,10000
ABT,Veasey,Marc,TX,Democrat,10000
ABT,Torres,Norma,CA,Democrat,10000
ABT,Scalise,Steve,LA,Republican,10000
ABT,Craig,Angie,MN,Democrat,10000
ABT,DeGette,Diana,CO,Democrat,10000
ABT,Guthrie,Brett,KY,Republican,10000
ABT,Clark,Katherine,MA,Democrat,7500
ABT,Griffith,H.,VA,Republican,7500
ABT,Fletcher,Lizzie,TX,Democrat,7500
ABT,Smith,Adrian,NE,Republican,7500
ACN,Thune,John,SD,Republican,5000
ACN,Garbarino,Andrew,NY,Republican,5000
ACN,Warner,Mark,VA,Democrat,5000
ACN,Cassidy,Bill,LA,Republican,2000
ACN,Lofgren,Zoe,CA,Democrat,2000
ADP,Smucker,Lloyd,PA,Republican,1000
ADP,Moran,Nathaniel,TX,Republican,1000
ADP,Bost,Mike,IL,Republican,1000
ADP,Moore,Barry,AL,Republican,1000
ADP,Carbajal,Salud,CA,Democrat,1000
AIG,Johnson,Henry,GA,Democrat,10000
AIG,Johnson,Ron,WI,Republican,10000
AIG,Johnson,Mike,LA,Republican,10000
AIG,Johnson,Dusty,SD,Republican,10000
AIG,Johnson,Julie,TX,Democrat,10000
AMAT,Moulton,Seth,MA,Democrat,2900
AMAT,Warner,Mark,VA,Democrat,2500
AMAT,Lofgren,Zoe,CA,Democrat,2500
AMAT,Heinrich,Martin,NM,Democrat,2500
AMAT,Smith,Jason,MO,Republican,2500
AMAT,Clark,Katherine,MA,Democrat,2500
AMAT,Aguilar,Pete,CA,Democrat,2500
AMAT,Panetta,Jimmy,CA,Democrat,2500
AMAT,DelBene,Suzan,WA,Democrat,2000
AMAT,Feenstra,Randy,IA,Republican,1000
AMAT,Kim,Young,CA,Republican,1000
AMAT,Schneider,Bradley,IL,Democrat,1000
AMD,Heinrich,Martin,NM,Democrat,2500
AMD,Moulton,Seth,MA,Democrat,2500
AMD,Panetta,Jimmy,CA,Democrat,2500
AMD,Aguilar,Pete,CA,Democrat,2000
AMD,Schmitt,Eric,MO,Republican,1500
AMD,Morelle,Joseph,NY,Democrat,1000
AMD,Foster,Bill,IL,Democrat,1000
AMD,Pettersen,Brittany,CO,Democrat,1000
AMD,DelBene,Suzan,WA,Democrat,1000
AMD,Neguse,Joe,CO,Democrat,1000
AMGN,Johnson,Henry,GA,Democrat,15000
AMGN,Johnson,Ron,WI,Republican,15000
AMGN,Johnson,Mike,LA,Republican,15000
AMGN,Johnson,Dusty,SD,Republican,15000
AMGN,Johnson,Julie,TX,Democrat,15000
AMGN,Guthrie,Brett,KY,Republican,10000
AMGN,Scalise,Steve,LA,Republican,10000
AMGN,Buchanan,Vern,FL,Republican,10000
AMGN,Peters,Scott,CA,Democrat,10000
AMGN,Blackburn,Marsha,TN,Republican,10000
AMGN,Barrasso,John,WY,Republican,9000
AMGN,Horsford,Steven,NV,Democrat,8500
AMGN,Smith,Jason,MO,Republican,8000
AMGN,Collins,Susan,ME,Republican,7500
AMGN,Collins,Mike,GA,Republican,7500
AMGN,Smith,Adrian,NE,Republican,7000
AMGN,Balderson,Troy,OH,Republican,7000
AMGN,Sewell,Terri,AL,Democrat,7000
AMGN,DelBene,Suzan,WA,Democrat,7000
AMGN,Griffith,H.,VA,Republican,6500
AMGN,Blunt Rochester,Lisa,DE,Democrat,6500
AMGN,Arrington,Jodey,TX,Republican,6000
AMGN,Estes,Ron,KS,Republican,6000
AMGN,Brownley,Julia,CA,Democrat,6000
AMGN,Miller-Meeks,Mariannette,IA,Republican,6000
AMGN,Schmitt,Eric,MO,Republican,6000
AMGN,Dunn,Neal,FL,Republican,6000
AMGN,Hagerty,Bill,TN,Republican,5500
AMGN,Obernolte,Jay,CA,Republican,5500
AMGN,Justice,Jim,WV,Republican,5000
AMGN,Curtis,John,UT,Republican,5000
AMGN,Fischer,Deb,NE,Republican,5000
AMGN,Aguilar,Pete,CA,Democrat,5000
AMGN,Valadao,David,CA,Republican,5000
AMGN,Sheehy,Tim,MT,Republican,5000
AMGN,Husted,Jon,OH,Republican,5000
AMGN,Clark,Katherine,MA,Democrat,5000
AMGN,Ruiz,Raul,CA,Democrat,5000
AMGN,Murray,Patty,WA,Democrat,5000
APD,Scalise,Steve,LA,Republican,0
APG,Cuellar,Henry,TX,Democrat,10000
APG,Heinrich,Martin,NM,Democrat,10000
APG,Cruz,Ted,TX,Republican,10000
APG,Scalise,Steve,LA,Republican,10000
APG,Barrasso,John,WY,Republican,10000
APG,Gonzalez,Vicente,TX,Democrat,10000
APG,Johnson,Henry,GA,Democrat,10000
APG,Johnson,Ron,WI,Republican,10000
APG,Johnson,Mike,LA,Republican,10000
APG,Johnson,Dusty,SD,Republican,10000
APG,Johnson,Julie,TX,Democrat,10000
APG,Golden,Jared,ME,Democrat,8500
APG,James,John,MI,Republican,8000
APG,Pfluger,August,TX,Republican,7500
APG,Garcia,Sylvia,TX,Democrat,7000
APG,Smith,Jason,MO,Republican,7000
APG,Miller-Meeks,Mariannette,IA,Republican,6000
APG,Veasey,Marc,TX,Democrat,6000
APG,Westerman,Bruce,AR,Republican,6000
APG,Fletcher,Lizzie,TX,Democrat,6000
APG,Jordan,Jim,OH,Republican,5000
APG,Newhouse,Dan,WA,Republican,4500
APG,Babin,Brian,TX,Republican,3500
APG,Lee,Mike,UT,Republican,3000
APG,Fischer,Deb,NE,Republican,2500
APG,Ricketts,Pete,NE,Republican,2500
APG,Costa,Jim,CA,Democrat,2500
APG,Bishop,Sanford,GA,Democrat,2500
APG,Horsford,Steven,NV,Democrat,2000
APG,Sullivan,Dan,AK,Republican,2000
APG,Arrington,Jodey,TX,Republican,2000
APG,Crenshaw,Dan,TX,Republican,2000
APG,Thune,John,SD,Republican,2000
APG,Rouzer,David,NC,Republican,1500
APG,Balderson,Troy,OH,Republican,1500
APG,Cornyn,John,TX,Republican,1500
APG,Schmitt,Eric,MO,Republican,1500
APG,Young,Todd,IN,Republican,1500
APG,Finstad,Brad,MN,Republican,1000
APG,Hickenlooper,John,CO,Democrat,1000
APG,Hurd,Jeff,CO,Republican,1000
APG,Hageman,Harriet,WY,Republican,1000
APG,Miller,Max,OH,Republican,1000
APG,Cline,Ben,VA,Republican,1000
APG,Stauber,Pete,MN,Republican,1000
APG,Tillis,Thom,NC,Republican,1000
APG,Huizenga,Bill,MI,Republican,1000
APG,Thompson,Bennie,MS,Democrat,1000
APG,Thompson,Mike,CA,Democrat,1000
APG,Thompson,Glenn,PA,Republican,1000
APG,Fischbach,Michelle,MN,Republican,1000
APG,Ciscomani,Juan,AZ,Republican,1000
APG,Palmer,Gary,AL,Republican,1000
APG,Fong,Vince,CA,Republican,1000
APG,Joyce,John,PA,Republican,1000
APG,Armstrong,Alan,OK,Republican,1000
APG,Letlow,Julia,LA,Republican,1000
ATLKY,Meeks,Gregory,NY,Democrat,10000
ATLKY,Larsen,Rick,WA,Democrat,10000
ATLKY,Scott,Rick,FL,Republican,9000
ATLKY,Gimenez,Carlos,FL,Republican,7500
ATLKY,McConnell,Mitch,KY,Republican,6500
ATLKY,Latimer,George,NY,Democrat,6000
ATLKY,Westerman,Bruce,AR,Republican,4500
ATLKY,Wasserman Schultz,Debbie,FL,Democrat,3500
ATLKY,Fischer,Deb,NE,Republican,3000
ATLKY,Murkowski,Lisa,AK,Republican,2500
ATLKY,Rosen,Jacky,NV,Democrat,2500
ATLKY,Stanton,Greg,AZ,Democrat,2500
ATLKY,Marshall,Roger,KS,Republican,2500
ATLKY,Miller,Max,OH,Republican,2000
ATLKY,Smith,Jason,MO,Republican,2000
ATLKY,McClain,Lisa,MI,Republican,2000
ATLKY,Bean,Aaron,FL,Republican,2000
ATLKY,Smith,Adrian,NE,Republican,2000
ATLKY,Salazar,Maria,FL,Republican,1000
ATLKY,Johnson,Henry,GA,Democrat,1000
ATLKY,Johnson,Ron,WI,Republican,1000
ATLKY,Johnson,Mike,LA,Republican,1000
ATLKY,Johnson,Dusty,SD,Republican,1000
ATLKY,Johnson,Julie,TX,Democrat,1000
ATLKY,Quigley,Mike,IL,Democrat,1000
ATLKY,Rutherford,John,FL,Republican,1000
ATLKY,Cohen,Steve,TN,Democrat,1000
ATLKY,Cantwell,Maria,WA,Democrat,1000
ATLKY,Daines,Steve,MT,Republican,1000
ATLKY,Diaz-Balart,Mario,FL,Republican,-1500
ATLKY,Lee,Mike,UT,Republican,-2500
AVGO,Padilla,Alejandro,CA,Democrat,-1000
AVGO,Klobuchar,Amy,MN,Democrat,-2800
AXP,Johnson,Henry,GA,Democrat,15000
AXP,Johnson,Ron,WI,Republican,15000
AXP,Johnson,Mike,LA,Republican,15000
AXP,Johnson,Dusty,SD,Republican,15000
AXP,Johnson,Julie,TX,Democrat,15000
AXP,Jackson,Ronny,TX,Republican,12500
AXP,Jackson,Jonathan,IL,Democrat,12500
AXP,Mullin,Kevin,CA,Democrat,10000
AXP,Watson Coleman,Bonnie,NJ,Democrat,10000
AXP,Pettersen,Brittany,CO,Democrat,10000
AXP,King,Angus,ME,Independent,10000
AXP,Underwood,Lauren,IL,Democrat,10000
AXP,Smith,Adam,WA,Democrat,10000
AXP,Frankel,Lois,FL,Democrat,10000
AXP,Whitehouse,Sheldon,RI,Democrat,10000
AXP,Min,Dave,CA,Democrat,10000
AXP,Stevens,Haley,MI,Democrat,10000
AXP,Jacobs,Sara,CA,Democrat,10000
AXP,Heinrich,Martin,NM,Democrat,10000
AXP,McBath,Lucy,GA,Democrat,10000
AXP,Brownley,Julia,CA,Democrat,10000
AXP,Lynch,Stephen,MA,Democrat,10000
AXP,Menendez,Robert,NJ,Democrat,10000
AXP,McCollum,Betty,MN,Democrat,10000
AXP,Morelle,Joseph,NY,Democrat,10000
AXP,Randall,Emily,WA,Democrat,10000
AXP,Pallone,Frank,NJ,Democrat,10000
AXP,Trahan,Lori,MA,Democrat,10000
AXP,Schakowsky,Janice,IL,Democrat,10000
AXP,Sherman,Brad,CA,Democrat,10000
AXP,Sykes,Emilia,OH,Democrat,10000
AXP,Wasserman Schultz,Debbie,FL,Democrat,10000
AXP,Adams,Alma,NC,Democrat,10000
AXP,Quigley,Mike,IL,Democrat,10000
AXP,Takano,Mark,CA,Democrat,10000
AXP,Goldman,Dan,NY,Democrat,10000
AXP,Goldman,Craig,TX,Republican,10000
AXP,Clark,Katherine,MA,Democrat,10000
BA,Wagner,Ann,MO,Republican,12000
BA,DeLauro,Rosa,CT,Democrat,11500
BA,Strong,Dale,AL,Republican,11500
BA,Calvert,Ken,CA,Republican,11000
BA,Fitzpatrick,Brian,PA,Republican,10000
BA,Hinson,Ashley,IA,Republican,10000
BA,Rogers,Mike,AL,Republican,10000
BA,Ciscomani,Juan,AZ,Republican,10000
BA,McClain,Lisa,MI,Republican,10000
BA,Moolenaar,John,MI,Republican,10000
BA,Johnson,Henry,GA,Democrat,10000
BA,Johnson,Ron,WI,Republican,10000
BA,Johnson,Mike,LA,Republican,10000
BA,Johnson,Dusty,SD,Republican,10000
BA,Johnson,Julie,TX,Democrat,10000
BA,King,Angus,ME,Independent,10000
BA,Wilson,Joe,SC,Republican,10000
BA,Houlahan,Chrissy,PA,Democrat,10000
BA,Strickland,Marilyn,WA,Democrat,10000
BA,Alford,Mark,MO,Republican,10000
BA,Letlow,Julia,LA,Republican,10000
BA,Courtney,Joe,CT,Democrat,10000
BA,Bacon,Don,NE,Republican,10000
BA,Barrasso,John,WY,Republican,10000
BA,Norcross,Donald,NJ,Democrat,10000
BA,Ellzey,Jake,TX,Republican,10000
BA,Clark,Katherine,MA,Democrat,10000
BA,Marshall,Roger,KS,Republican,10000
BA,Wittman,Robert,VA,Republican,10000
BA,Valadao,David,CA,Republican,10000
BAC,Aguilar,Pete,CA,Democrat,10000
BAC,Johnson,Henry,GA,Democrat,10000
BAC,Johnson,Ron,WI,Republican,10000
BAC,Johnson,Mike,LA,Republican,10000
BAC,Johnson,Dusty,SD,Republican,10000
BAC,Johnson,Julie,TX,Democrat,10000
BAC,Scott,Austin,GA,Republican,10000
BAC,Wagner,Ann,MO,Republican,10000
BAC,Thompson,Bennie,MS,Democrat,10000
BAC,Thompson,Mike,CA,Democrat,10000
BAC,Thompson,Glenn,PA,Republican,10000
BAC,Huizenga,Bill,MI,Republican,10000
BAC,Scalise,Steve,LA,Republican,10000
BAC,Smith,Jason,MO,Republican,10000
BAC,Schneider,Bradley,IL,Democrat,9000
BAC,Bishop,Sanford,GA,Democrat,8000
BAC,Gonzalez,Vicente,TX,Democrat,8000
BAC,Foster,Bill,IL,Democrat,8000
BAC,Donalds,Byron,FL,Republican,8000
BAC,Lynch,Stephen,MA,Democrat,8000
BAC,Meeks,Gregory,NY,Democrat,8000
BAC,Kim,Young,CA,Republican,8000
BAC,Feenstra,Randy,IA,Republican,8000
BAC,Garbarino,Andrew,NY,Republican,7500
BAC,Loudermilk,Barry,GA,Republican,7500
BAC,Houchin,Erin,IN,Republican,7500
BAC,Kustoff,David,TN,Republican,7500
BAC,Pettersen,Brittany,CO,Democrat,7500
BAC,Clark,Katherine,MA,Democrat,7500
BAC,Cleaver,Emanuel,MO,Democrat,7000
BAC,Crawford,Eric,AR,Republican,7000
BAC,Flood,Mike,NE,Republican,7000
BAC,Timmons,William,SC,Republican,7000
BAC,Blunt Rochester,Lisa,DE,Democrat,6500
BAC,Sherman,Brad,CA,Democrat,6000
BAC,Finstad,Brad,MN,Republican,6000
BAC,Peters,Scott,CA,Democrat,6000
BAC,Quigley,Mike,IL,Democrat,6000
BAC,Horsford,Steven,NV,Democrat,5500
BAC,Jeffries,Hakeem,NY,Democrat,5000
BAC,Van Orden,Derrick,WI,Republican,5000
BAC,Hinson,Ashley,IA,Republican,5000
BAC,Adams,Alma,NC,Democrat,5000
BAH,Bergman,Jack,MI,Republican,10000
BAH,Mace,Nancy,SC,Republican,10000
BAH,Rogers,Mike,AL,Republican,10000
BAH,Padilla,Alejandro,CA,Democrat,10000
BAH,Murray,Patty,WA,Democrat,8500
BAH,Tillis,Thom,NC,Republican,8000
BAH,Wittman,Robert,VA,Republican,8000
BAH,Raskin,Jamie,MD,Democrat,8000
BAH,Calvert,Ken,CA,Republican,7000
BAH,Obernolte,Jay,CA,Republican,6000
BAH,Cornyn,John,TX,Republican,6000
BAH,Lieu,Ted,CA,Democrat,6000
BAH,Hirono,Mazie,HI,Democrat,5500
BAH,Bost,Mike,IL,Republican,5000
BAH,Thune,John,SD,Republican,5000
BAH,Guthrie,Brett,KY,Republican,5000
BAH,Schmitt,Eric,MO,Republican,5000
BAH,McCormick,Rich,GA,Republican,5000
BAH,McCormick,Dave,PA,Republican,5000
BAH,Smith,Adam,WA,Democrat,5000
BAH,Takano,Mark,CA,Democrat,4500
BAH,Hagerty,Bill,TN,Republican,4500
BAH,Diaz-Balart,Mario,FL,Republican,4000
BAH,King,Angus,ME,Independent,4000
BAH,Johnson,Henry,GA,Democrat,4000
BAH,Johnson,Ron,WI,Republican,4000
BAH,Johnson,Mike,LA,Republican,4000
BAH,Johnson,Dusty,SD,Republican,4000
BAH,Johnson,Julie,TX,Democrat,4000
BAH,Kiggans,Jennifer,VA,Republican,3500
BAH,Heinrich,Martin,NM,Democrat,3500
BAH,Bacon,Don,NE,Republican,2500
BAH,Garbarino,Andrew,NY,Republican,2500
BAH,Babin,Brian,TX,Republican,2000
BAH,Scott,Tim,SC,Republican,1500
BAH,Bishop,Sanford,GA,Democrat,1000
BAH,Peters,Scott,CA,Democrat,1000
BAH,Wasserman Schultz,Debbie,FL,Democrat,1000
BDX,Guthrie,Brett,KY,Republican,8500
BDX,Ricketts,Pete,NE,Republican,7500
BDX,Schneider,Bradley,IL,Democrat,7000
BDX,Tillis,Thom,NC,Republican,7000
BDX,Peters,Scott,CA,Democrat,6500
BDX,Smith,Adrian,NE,Republican,6000
BDX,Escobar,Veronica,TX,Democrat,6000
BDX,Cassidy,Bill,LA,Republican,6000
BDX,Craig,Angie,MN,Democrat,5500
BDX,Scott,Tim,SC,Republican,5000
BDX,Blumenthal,Richard,CT,Democrat,4500
BDX,Buchanan,Vern,FL,Republican,4000
BDX,Pallone,Frank,NJ,Democrat,4000
BDX,Magaziner,Seth,RI,Democrat,4000
BDX,Houlahan,Chrissy,PA,Democrat,4000
BDX,Ross,Deborah,NC,Democrat,3500
BDX,Curtis,John,UT,Republican,3500
BDX,Aguilar,Pete,CA,Democrat,3500
BDX,Joyce,John,PA,Republican,3000
BDX,Flood,Mike,NE,Republican,3000
BDX,Moore,Blake,UT,Republican,3000
BDX,Padilla,Alejandro,CA,Democrat,3000
BDX,Bilirakis,Gus,FL,Republican,3000
BDX,Smith,Jason,MO,Republican,3000
BDX,Murray,Patty,WA,Democrat,3000
BDX,Brownley,Julia,CA,Democrat,3000
BDX,McConnell,Mitch,KY,Republican,2500
BDX,Young,Todd,IN,Republican,2500
BDX,Horsford,Steven,NV,Democrat,2000
BDX,Lee,Mike,UT,Republican,2000
BDX,Clyburn,James,SC,Democrat,2000
BDX,Lee,Susie,NV,Democrat,2000
BDX,Foushee,Valerie,NC,Democrat,2000
BDX,DelBene,Suzan,WA,Democrat,2000
BDX,Soto,Darren,FL,Democrat,2000
BDX,Letlow,Julia,LA,Republican,2000
BDX,Hayes,Jahana,CT,Democrat,2000
BDX,Ciscomani,Juan,AZ,Republican,2000
BDX,DeGette,Diana,CO,Democrat,2000
BDX,Neguse,Joe,CO,Democrat,2000
BDX,Clark,Katherine,MA,Democrat,1000
BDX,Fischer,Deb,NE,Republican,1000
BDX,Gallego,Ruben,AZ,Democrat,1000
BDX,Stanton,Greg,AZ,Democrat,1000
BDX,Hinson,Ashley,IA,Republican,1000
BDX,Obernolte,Jay,CA,Republican,1000
BDX,Cornyn,John,TX,Republican,1000
BDX,Collins,Susan,ME,Republican,1000
BDX,Collins,Mike,GA,Republican,1000
BDX,Miller-Meeks,Mariannette,IA,Republican,1000
BDX,Stevens,Haley,MI,Democrat,1000
BDX,Neal,Richard,MA,Democrat,1000
BDX,Budd,Ted,NC,Republican,1000
BDX,DeLauro,Rosa,CT,Democrat,1000
BDX,Gomez,Jimmy,CA,Democrat,1000
BDX,Trahan,Lori,MA,Democrat,1000
BDX,Panetta,Jimmy,CA,Democrat,500
CLF,Husted,Jon,OH,Republican,12500
CLF,Balderson,Troy,OH,Republican,10000
CLF,Miller,Max,OH,Republican,10000
CLF,Kelly,Mike,PA,Republican,7500
CLF,Stauber,Pete,MN,Republican,5000
CLF,Smith,Jason,MO,Republican,4500
CLF,Brown,Shontel,OH,Democrat,3500
CLF,Kelly,Robin,IL,Democrat,2500
CLF,Johnson,Henry,GA,Democrat,2500
CLF,Johnson,Ron,WI,Republican,2500
CLF,Johnson,Mike,LA,Republican,2500
CLF,Johnson,Dusty,SD,Republican,2500
CLF,Johnson,Julie,TX,Democrat,2500
CLF,DeLauro,Rosa,CT,Democrat,2500
CLF,Crawford,Eric,AR,Republican,2500
CLF,Houlahan,Chrissy,PA,Democrat,2000
CLF,Bost,Mike,IL,Republican,2000
CLF,Walberg,Tim,MI,Republican,2000
CLF,Bergman,Jack,MI,Republican,1500
CLF,Huffman,Jared,CA,Democrat,1000
CLF,Miller-Meeks,Mariannette,IA,Republican,1000
CLF,Sewell,Terri,AL,Democrat,1000
CLF,Messmer,Mark,IN,Republican,1000
CLF,Baldwin,Tammy,WI,Democrat,1000
CLF,Schmitt,Eric,MO,Republican,500
CLF,Williams,Roger,TX,Republican,500
CLF,Williams,Nikema,GA,Democrat,500
CMCSA,Neal,Richard,MA,Democrat,11000
CMCSA,Issa,Darrell,CA,Republican,10000
CMCSA,Ciscomani,Juan,AZ,Republican,10000
CMCSA,Ruiz,Raul,CA,Democrat,10000
CMCSA,Gottheimer,Josh,NJ,Democrat,10000
CMCSA,Griffith,H.,VA,Republican,10000
CMCSA,Kiggans,Jennifer,VA,Republican,10000
CMCSA,Evans,Dwight,PA,Democrat,10000
CMCSA,Horsford,Steven,NV,Democrat,10000
CMCSA,Clark,Katherine,MA,Democrat,10000
CMCSA,Heinrich,Martin,NM,Democrat,10000
CMCSA,Johnson,Henry,GA,Democrat,10000
CMCSA,Johnson,Ron,WI,Republican,10000
CMCSA,Johnson,Mike,LA,Republican,10000
CMCSA,Johnson,Dusty,SD,Republican,10000
CMCSA,Johnson,Julie,TX,Democrat,10000
CMCSA,Stevens,Haley,MI,Democrat,10000
CMCSA,Obernolte,Jay,CA,Republican,10000
CMCSA,Fischer,Deb,NE,Republican,10000
CMCSA,Valadao,David,CA,Republican,10000
CMCSA,Thompson,Bennie,MS,Democrat,10000
CMCSA,Thompson,Mike,CA,Democrat,10000
CMCSA,Thompson,Glenn,PA,Republican,10000
CMCSA,King,Angus,ME,Independent,10000
CMCSA,Fulcher,Russ,ID,Republican,10000
CMCSA,Scanlon,Mary,PA,Democrat,10000
CMCSA,Dunn,Neal,FL,Republican,10000
CMCSA,Carter,Troy,LA,Democrat,10000
CMCSA,Kelly,Mike,PA,Republican,10000
CMCSA,Peters,Scott,CA,Democrat,10000
CMCSA,Balderson,Troy,OH,Republican,10000
CMCSA,Houlahan,Chrissy,PA,Democrat,10000
CMCSA,Wagner,Ann,MO,Republican,10000
CMI,Schumer,Charles,NY,Democrat,4000
CMI,Jeffries,Hakeem,NY,Democrat,4000
CMI,Murray,Patty,WA,Democrat,4000
CMI,Baldwin,Tammy,WI,Democrat,4000
CMI,Johnson,Henry,GA,Democrat,4000
CMI,Johnson,Ron,WI,Republican,4000
CMI,Johnson,Mike,LA,Republican,4000
CMI,Johnson,Dusty,SD,Republican,4000
CMI,Johnson,Julie,TX,Democrat,4000
CMI,Calvert,Ken,CA,Republican,3000
CMI,Pallone,Frank,NJ,Democrat,3000
CMI,Neal,Richard,MA,Democrat,3000
CMI,McConnell,Mitch,KY,Republican,3000
CMI,McCollum,Betty,MN,Democrat,3000
CMI,Palmer,Gary,AL,Republican,3000
CMI,Cornyn,John,TX,Republican,3000
CMI,Tiffany,Thomas,WI,Republican,3000
CMI,Rose,John,TN,Republican,3000
CMI,Kustoff,David,TN,Republican,3000
CMI,Young,Todd,IN,Republican,3000
CMI,Warner,Mark,VA,Democrat,3000
CMI,Barrasso,John,WY,Republican,3000
CMI,Thune,John,SD,Republican,3000
CMI,Tillis,Thom,NC,Republican,3000
CMI,Cortez Masto,Catherine,NV,Democrat,3000
CMI,Smith,Adrian,NE,Republican,3000
CMI,Clark,Katherine,MA,Democrat,3000
CMI,Fleischmann,Charles,TN,Republican,3000
CMI,Murkowski,Lisa,AK,Republican,3000
CMI,Stevens,Haley,MI,Democrat,3000
CMI,Clyburn,James,SC,Democrat,3000
CMI,Guest,Michael,MS,Republican,3000
CMI,Langworthy,Nicholas,NY,Republican,3000
CMI,Houchin,Erin,IN,Republican,3000
CMI,Scalise,Steve,LA,Republican,3000
CMI,Scott,Tim,SC,Republican,3000
CMI,Mace,Nancy,SC,Republican,2000
CMI,Ellzey,Jake,TX,Republican,2000
CMI,Huffman,Jared,CA,Democrat,2000
CMI,Massie,Thomas,KY,Republican,2000
CMI,Aguilar,Pete,CA,Democrat,2000
CMI,Hagerty,Bill,TN,Republican,2000
