ticker,member_last,member_first,state,party,amount
TMUS,McClellan,Jennifer,VA,Democrat,6500
TMUS,Fulcher,Russ,ID,Republican,6500
TMUS,Barrasso,John,WY,Republican,6500
TMUS,Larsen,Rick,WA,Democrat,6500
TMUS,Tillis,Thom,NC,Republican,6500
TMUS,Scalise,Steve,LA,Republican,6500
TMUS,Bilirakis,Gus,FL,Republican,6000
TMUS,Escobar,Veronica,TX,Democrat,6000
TMUS,Walberg,Tim,MI,Republican,6000
TMUS,Veasey,Marc,TX,Democrat,5500
TMUS,Garcia,Sylvia,TX,Democrat,5500
TMUS,Balderson,Troy,OH,Republican,5500
TMUS,Armstrong,Alan,OK,Republican,5500
TMUS,Gomez,Jimmy,CA,Democrat,5500
TT,Fischer,Deb,NE,Republican,2000
TT,Cruz,Ted,TX,Republican,2000
TT,Dunn,Neal,FL,Republican,2000
TT,Van Orden,Derrick,WI,Republican,2000
TT,Adams,Alma,NC,Democrat,2000
TT,Justice,Jim,WV,Republican,2000
TT,Gottheimer,Josh,NJ,Democrat,2000
TT,Baldwin,Tammy,WI,Democrat,2000
TT,Sessions,Pete,TX,Republican,2000
TT,Scott,Rick,FL,Republican,2000
TT,McCollum,Betty,MN,Democrat,2000
TT,Ricketts,Pete,NE,Republican,2000
TT,Moran,Nathaniel,TX,Republican,2000
TT,Clyburn,James,SC,Democrat,2000
TT,Smith,Adrian,NE,Republican,2000
TTD,Gallego,Ruben,AZ,Democrat,100000
TXN,Johnson,Henry,GA,Democrat,10000
TXN,Johnson,Ron,WI,Republican,10000
TXN,Johnson,Mike,LA,Republican,10000
TXN,Johnson,Dusty,SD,Republican,10000
TXN,Johnson,Julie,TX,Democrat,10000
TXN,Sessions,Pete,TX,Republican,3500
TXN,Gill,Brandon,TX,Republican,2500
TXN,Gooden,Lance,TX,Republican,2500
TXN,Goldman,Dan,NY,Democrat,1500
TXN,Goldman,Craig,TX,Republican,1500
TXN,Babin,Brian,TX,Republican,1500
TXN,Jackson,Ronny,TX,Republican,0
TXN,Jackson,Jonathan,IL,Democrat,0
TXN,Carter,John,TX,Republican,-2500
UBSI,Justice,Jim,WV,Republican,18000
UBSI,Craig,Angie,MN,Democrat,10000
UBSI,Pocan,Mark,WI,Democrat,10000
UBSI,Kennedy,John,LA,Republican,10000
UBSI,Kennedy,Timothy,NY,Democrat,10000
UBSI,Kennedy,Mike,UT,Republican,10000
UBSI,Frost,Maxwell,FL,Democrat,10000
UBSI,Frankel,Lois,FL,Democrat,10000
UBSI,Mannion,John,NY,Democrat,10000
UBSI,Baldwin,Tammy,WI,Democrat,10000
UBSI,McBath,Lucy,GA,Democrat,10000
UBSI,Sorensen,Eric,IL,Democrat,10000
UBSI,McGarvey,Morgan,KY,Democrat,10000
UBSI,Underwood,Lauren,IL,Democrat,10000
UBSI,Soto,Darren,FL,Democrat,10000
UBSI,Wasserman Schultz,Debbie,FL,Democrat,10000
UBSI,Schakowsky,Janice,IL,Democrat,10000
UBSI,Scanlon,Mary,PA,Democrat,10000
UBSI,Morelle,Joseph,NY,Democrat,8000
UBSI,Stevens,Haley,MI,Democrat,7500
UNP,Smith,Adrian,NE,Republican,10000
UNP,Carter,Troy,LA,Democrat,10000
UNP,Crawford,Eric,AR,Republican,10000
UNP,Clyburn,James,SC,Democrat,10000
UNP,Ricketts,Pete,NE,Republican,10000
UNP,Barrasso,John,WY,Republican,10000
UNP,Obernolte,Jay,CA,Republican,10000
UNP,Torres,Norma,CA,Democrat,10000
UNP,Valadao,David,CA,Republican,10000
UNP,Westerman,Bruce,AR,Republican,10000
UNP,Stauber,Pete,MN,Republican,10000
UNP,Ciscomani,Juan,AZ,Republican,10000
UNP,Larsen,Rick,WA,Democrat,10000
UNP,Johnson,Henry,GA,Democrat,10000
UNP,Johnson,Ron,WI,Republican,10000
UNP,Johnson,Mike,LA,Republican,10000
UNP,Johnson,Dusty,SD,Republican,10000
UNP,Johnson,Julie,TX,Democrat,10000
UNP,Scott,Rick,FL,Republican,10000
UNP,Smith,Jason,MO,Republican,10000
UNP,Brownley,Julia,CA,Democrat,9500
UNP,Babin,Brian,TX,Republican,9000
UNP,Kiley,Kevin,CA,Independent,9000
UNP,Bost,Mike,IL,Republican,8500
UNP,Strickland,Marilyn,WA,Democrat,8500
UNP,Wagner,Ann,MO,Republican,8500
UNP,Scalise,Steve,LA,Republican,8300
UNP,Flood,Mike,NE,Republican,8000
UNP,Hinson,Ashley,IA,Republican,8000
UNP,Stanton,Greg,AZ,Democrat,8000
UNP,Diaz-Balart,Mario,FL,Republican,8000
UNP,Moore,Blake,UT,Republican,8000
UNP,Quigley,Mike,IL,Democrat,8000
UPS,Gonzalez,Vicente,TX,Democrat,12500
UPS,Curtis,John,UT,Republican,12500
UPS,Jordan,Jim,OH,Republican,10000
UPS,Figures,Shomari,AL,Democrat,10000
UPS,Hinson,Ashley,IA,Republican,10000
UPS,McCormick,Rich,GA,Republican,10000
UPS,McCormick,Dave,PA,Republican,10000
UPS,Fitzpatrick,Brian,PA,Republican,10000
UPS,Ricketts,Pete,NE,Republican,10000
UPS,Thompson,Bennie,MS,Democrat,10000
UPS,Thompson,Mike,CA,Democrat,10000
UPS,Thompson,Glenn,PA,Republican,10000
UPS,Bost,Mike,IL,Republican,10000
UPS,Westerman,Bruce,AR,Republican,10000
UPS,Smith,Jason,MO,Republican,10000
UPS,Neal,Richard,MA,Democrat,10000
UPS,Torres,Norma,CA,Democrat,10000
UPS,DelBene,Suzan,WA,Democrat,10000
UPS,Meeks,Gregory,NY,Democrat,10000
UPS,Jeffries,Hakeem,NY,Democrat,10000
UPS,Aguilar,Pete,CA,Democrat,10000
UPS,Balderson,Troy,OH,Republican,10000
UPS,Valadao,David,CA,Republican,10000
UPS,Clark,Katherine,MA,Democrat,10000
USB,Huffman,Jared,CA,Democrat,3000
USB,Kennedy,John,LA,Republican,2500
USB,Kennedy,Timothy,NY,Democrat,2500
USB,Kennedy,Mike,UT,Republican,2500
V,Kim,Young,CA,Republican,10000
V,Jeffries,Hakeem,NY,Democrat,10000
V,Blunt Rochester,Lisa,DE,Democrat,10000
V,Meeks,Gregory,NY,Democrat,10000
V,Garbarino,Andrew,NY,Republican,9500
V,Huizenga,Bill,MI,Republican,7500
V,Scalise,Steve,LA,Republican,7500
V,Neal,Richard,MA,Democrat,7500
V,Panetta,Jimmy,CA,Democrat,7000
V,Fitzgerald,Scott,WI,Republican,7000
V,Guthrie,Brett,KY,Republican,6000
V,Schneider,Bradley,IL,Democrat,6000
V,Sewell,Terri,AL,Democrat,6000
V,Aguilar,Pete,CA,Democrat,6000
V,Estes,Ron,KS,Republican,5500
V,Kustoff,David,TN,Republican,5500
V,Heinrich,Martin,NM,Democrat,5500
V,Adams,Alma,NC,Democrat,5000
V,Scanlon,Mary,PA,Democrat,5000
V,Gottheimer,Josh,NJ,Democrat,5000
V,Cuellar,Henry,TX,Democrat,5000
V,Loudermilk,Barry,GA,Republican,5000
VLO,Scalise,Steve,LA,Republican,110000
VLO,Johnson,Henry,GA,Democrat,60000
VLO,Johnson,Ron,WI,Republican,60000
VLO,Johnson,Mike,LA,Republican,60000
VLO,Johnson,Dusty,SD,Republican,60000
VLO,Johnson,Julie,TX,Democrat,60000
VLO,McConnell,Mitch,KY,Republican,45000
VLO,Pfluger,August,TX,Republican,27500
VLO,Goldman,Dan,NY,Democrat,10000
VLO,Goldman,Craig,TX,Republican,10000
VLO,Donalds,Byron,FL,Republican,10000
VLO,Arrington,Jodey,TX,Republican,10000
VLO,Joyce,John,PA,Republican,10000
VLO,Smith,Jason,MO,Republican,10000
VLO,Feenstra,Randy,IA,Republican,10000
VLO,Griffith,H.,VA,Republican,10000
VLO,Luttrell,Morgan,TX,Republican,10000
VLO,Miller-Meeks,Mariannette,IA,Republican,10000
VLO,Stauber,Pete,MN,Republican,10000
VLO,Ellzey,Jake,TX,Republican,10000
VLO,Jackson,Ronny,TX,Republican,10000
VLO,Jackson,Jonathan,IL,Democrat,10000
VLO,Westerman,Bruce,AR,Republican,10000
VLO,Walberg,Tim,MI,Republican,10000
VLO,Barrasso,John,WY,Republican,7500
VLO,Hinson,Ashley,IA,Republican,7500
VLO,Finstad,Brad,MN,Republican,5000
VLO,Moreno,Bernie,OH,Republican,5000
VLO,Justice,Jim,WV,Republican,5000
VLO,Cuellar,Henry,TX,Democrat,5000
VLO,Smith,Adrian,NE,Republican,5000
VLO,Fischer,Deb,NE,Republican,5000
VLO,Sheehy,Tim,MT,Republican,5000
VLO,Thompson,Bennie,MS,Democrat,5000
VLO,Thompson,Mike,CA,Democrat,5000
VLO,Thompson,Glenn,PA,Republican,5000
VLO,McClain,Lisa,MI,Republican,5000
VMC,Strong,Dale,AL,Republican,10000
VMC,Aderholt,Robert,AL,Republican,10000
VMC,Palmer,Gary,AL,Republican,10000
VMC,Sewell,Terri,AL,Democrat,10000
VMC,Hagerty,Bill,TN,Republican,7500
VMC,Carbajal,Salud,CA,Democrat,7500
VMC,Rutherford,John,FL,Republican,7500
VMC,Pfluger,August,TX,Republican,6000
VMC,Rogers,Mike,AL,Republican,5000
VMC,Scalise,Steve,LA,Republican,5000
VMC,Gonzalez,Vicente,TX,Democrat,5000
VMC,Van Duyne,Beth,TX,Republican,5000
VMC,Aguilar,Pete,CA,Democrat,5000
VMC,Mace,Nancy,SC,Republican,5000
VMC,Clyburn,James,SC,Democrat,5000
VMC,Fleischmann,Charles,TN,Republican,5000
VMC,Stanton,Greg,AZ,Democrat,5000
VMC,Barrasso,John,WY,Republican,5000
VMC,Tuberville,Tommy,AL,Republican,5000
VMC,Ellzey,Jake,TX,Republican,5000
VMC,Costa,Jim,CA,Democrat,3500
VMC,Collins,Susan,ME,Republican,3500
VMC,Collins,Mike,GA,Republican,3500
VMC,Diaz-Balart,Mario,FL,Republican,3500
VMC,Crawford,Eric,AR,Republican,2500
VMC,Cassidy,Bill,LA,Republican,2500
VMC,Westerman,Bruce,AR,Republican,2500
VMC,Luttrell,Morgan,TX,Republican,2500
VMC,Ciscomani,Juan,AZ,Republican,2500
VMC,Panetta,Jimmy,CA,Democrat,2500
VMC,Guthrie,Brett,KY,Republican,2500
VMC,McGuire,John,VA,Republican,2000
VMC,Padilla,Alejandro,CA,Democrat,2000
VMC,Smith,Adrian,NE,Republican,1500
VMC,Bean,Aaron,FL,Republican,1500
VRTX,Bilirakis,Gus,FL,Republican,8500
VRTX,Guthrie,Brett,KY,Republican,8000
VRTX,Peters,Scott,CA,Democrat,6500
VRTX,Shaheen,Jeanne,NH,Democrat,6000
VRTX,Tillis,Thom,NC,Republican,5000
VRTX,Cassidy,Bill,LA,Republican,5000
VRTX,Clark,Katherine,MA,Democrat,5000
VRTX,Miller-Meeks,Mariannette,IA,Republican,5000
VRTX,Neal,Richard,MA,Democrat,5000
VRTX,Barrasso,John,WY,Republican,3000
VRTX,Schneider,Bradley,IL,Democrat,2500
VRTX,Scott,Tim,SC,Republican,2500
VRTX,Aguilar,Pete,CA,Democrat,2500
VRTX,Blunt Rochester,Lisa,DE,Democrat,2500
VRTX,Trahan,Lori,MA,Democrat,2500
VRTX,Kelly,Robin,IL,Democrat,2500
VRTX,Murray,Patty,WA,Democrat,2500
VRTX,Hirono,Mazie,HI,Democrat,2000
VRTX,Balderson,Troy,OH,Republican,2000
VRTX,Warner,Mark,VA,Democrat,2000
VRTX,DelBene,Suzan,WA,Democrat,2000
VRTX,Panetta,Jimmy,CA,Democrat,2000
VRTX,Curtis,John,UT,Republican,2000
VRTX,Plaskett,Stacey,VI,Democrat,2000
VRTX,Lynch,Stephen,MA,Democrat,1500
VRTX,DeGette,Diana,CO,Democrat,1500
VRTX,Sewell,Terri,AL,Democrat,1500
VRTX,Lee,Laurel,FL,Republican,1000
VRTX,Moore,Blake,UT,Republican,1000
VRTX,Lankford,James,OK,Republican,1000
VRTX,James,John,MI,Republican,1000
VRTX,Collins,Susan,ME,Republican,1000
VRTX,Collins,Mike,GA,Republican,1000
VRTX,Cornyn,John,TX,Republican,1000
VRTX,Letlow,Julia,LA,Republican,1000
VRTX,Huizenga,Bill,MI,Republican,150
VRTX,McDonald Rivet,Kristen,MI,Democrat,150
VTRS,Arrington,Jodey,TX,Republican,10000
VTRS,Tillis,Thom,NC,Republican,10000
VTRS,Miller-Meeks,Mariannette,IA,Republican,10000
VTRS,Blunt Rochester,Lisa,DE,Democrat,7500
VTRS,Pallone,Frank,NJ,Democrat,7500
VTRS,Guthrie,Brett,KY,Republican,5000
VTRS,Cassidy,Bill,LA,Republican,5000
VTRS,Joyce,John,PA,Republican,5000
VTRS,DeGette,Diana,CO,Democrat,5000
VTRS,Aguilar,Pete,CA,Democrat,5000
VTRS,Paul,Rand,KY,Republican,5000
VTRS,Craig,Angie,MN,Democrat,5000
VTRS,Dunn,Neal,FL,Republican,5000
VTRS,Barrasso,John,WY,Republican,5000
VTRS,Issa,Darrell,CA,Republican,2500
VTRS,Fletcher,Lizzie,TX,Democrat,2500
VTRS,Cuellar,Henry,TX,Democrat,2500
VTRS,Murray,Patty,WA,Democrat,2500
VTRS,Smith,Jason,MO,Republican,2500
VTRS,Bentz,Cliff,OR,Republican,2500
VTRS,McConnell,Mitch,KY,Republican,2500
VTRS,McCormick,Rich,GA,Republican,2500
VTRS,McCormick,Dave,PA,Republican,2500
VTRS,Balderson,Troy,OH,Republican,2000
VTRS,Langworthy,Nicholas,NY,Republican,1500
VTRS,Dingell,Debbie,MI,Democrat,1500
VTRS,Lee,Laurel,FL,Republican,1500
VTRS,Menendez,Robert,NJ,Democrat,1000
VTRS,Jordan,Jim,OH,Republican,1000
VTRS,Gonzalez,Vicente,TX,Democrat,750
VTRS,Franklin,C.,FL,Republican,500
VZ,Smith,Jason,MO,Republican,10000
VZ,DelBene,Suzan,WA,Democrat,10000
VZ,Pallone,Frank,NJ,Democrat,10000
VZ,Neal,Richard,MA,Democrat,10000
VZ,Jeffries,Hakeem,NY,Democrat,10000
VZ,Gottheimer,Josh,NJ,Democrat,10000
VZ,Scalise,Steve,LA,Republican,10000
VZ,Aguilar,Pete,CA,Democrat,10000
VZ,Larsen,Rick,WA,Democrat,10000
VZ,Walberg,Tim,MI,Republican,9000
VZ,Ricketts,Pete,NE,Republican,9000
VZ,Guthrie,Brett,KY,Republican,9000
VZ,Bilirakis,Gus,FL,Republican,9000
VZ,Smith,Adrian,NE,Republican,9000
VZ,Fischer,Deb,NE,Republican,9000
VZ,Allen,Rick,GA,Republican,8500
VZ,DeLauro,Rosa,CT,Democrat,8000
VZ,McClain,Lisa,MI,Republican,8000
VZ,Peters,Scott,CA,Democrat,8000
VZ,Clark,Katherine,MA,Democrat,8000
VZ,Heinrich,Martin,NM,Democrat,8000
VZ,Moore,Blake,UT,Republican,8000
VZ,Ciscomani,Juan,AZ,Republican,8000
VZ,Estes,Ron,KS,Republican,8000
VZ,Horsford,Steven,NV,Democrat,7500
VZ,Smith,Adam,WA,Democrat,7500
VZ,Arrington,Jodey,TX,Republican,7500
VZ,Palmer,Gary,AL,Republican,7000
VZ,Ruiz,Raul,CA,Democrat,7000
WAL,Barrasso,John,WY,Republican,7500
WAL,Horsford,Steven,NV,Democrat,5000
WAL,Jeffries,Hakeem,NY,Democrat,5000
WAL,Davidson,Warren,OH,Republican,5000
WAL,Scott,Tim,SC,Republican,5000
WAL,Foster,Bill,IL,Democrat,5000
WAL,Sherman,Brad,CA,Democrat,3500
WAL,Cleaver,Emanuel,MO,Democrat,3500
WAL,Wagner,Ann,MO,Republican,3500
WAL,Meeks,Gregory,NY,Democrat,3500
WAL,Lynch,Stephen,MA,Democrat,3500
WAL,Schweikert,David,AZ,Republican,3500
WAL,Williams,Roger,TX,Republican,3500
WAL,Williams,Nikema,GA,Democrat,3500
WAL,Huizenga,Bill,MI,Republican,3500
WAL,Scalise,Steve,LA,Republican,3000
WAL,Johnson,Henry,GA,Democrat,2500
WAL,Johnson,Ron,WI,Republican,2500
WAL,Johnson,Mike,LA,Republican,2500
WAL,Johnson,Dusty,SD,Republican,2500
WAL,Johnson,Julie,TX,Democrat,2500
WAL,Gottheimer,Josh,NJ,Democrat,2000
WAL,Pettersen,Brittany,CO,Democrat,2000
WAL,Flood,Mike,NE,Republican,2000
WAL,Stanton,Greg,AZ,Democrat,2000
WAL,Fitzgerald,Scott,WI,Republican,2000
WAL,Ciscomani,Juan,AZ,Republican,2000
WAL,Van Duyne,Beth,TX,Republican,2000
WAL,Peters,Scott,CA,Democrat,2000
WAL,Thompson,Bennie,MS,Democrat,2000
WAL,Thompson,Mike,CA,Democrat,2000
WAL,Thompson,Glenn,PA,Republican,2000
WAL,Chu,Judy,CA,Democrat,2000
WAL,Arrington,Jodey,TX,Republican,2000
WAL,Torres,Norma,CA,Democrat,2000
WAL,Valadao,David,CA,Republican,2000
WAL,Calvert,Ken,CA,Republican,2000
WAL,Kim,Young,CA,Republican,2000
WAL,Neal,Richard,MA,Democrat,2000
WAL,Garcia,Sylvia,TX,Democrat,2000
WAL,DelBene,Suzan,WA,Democrat,2000
WAL,Donalds,Byron,FL,Republican,2000
WAL,Quigley,Mike,IL,Democrat,2000
WAL,Panetta,Jimmy,CA,Democrat,2000
WAL,Lee,Susie,NV,Democrat,2000
WCN,Fitzpatrick,Brian,PA,Republican,10000
WCN,Espaillat,Adriano,NY,Democrat,5500
WCN,Meeks,Gregory,NY,Democrat,5000
WCN,Aguilar,Pete,CA,Democrat,5000
WCN,Morelle,Joseph,NY,Democrat,4000
WCN,Horsford,Steven,NV,Democrat,4000
WCN,Thompson,Bennie,MS,Democrat,4000
WCN,Thompson,Mike,CA,Democrat,4000
WCN,Thompson,Glenn,PA,Republican,4000
WCN,Jeffries,Hakeem,NY,Democrat,4000
WCN,Blunt Rochester,Lisa,DE,Democrat,3500
WCN,McIver,LaMonica,NJ,Democrat,3500
WCN,Ciscomani,Juan,AZ,Republican,3000
WCN,Thune,John,SD,Republican,3000
WCN,Kennedy,John,LA,Republican,3000
WCN,Kennedy,Timothy,NY,Democrat,3000
WCN,Kennedy,Mike,UT,Republican,3000
WCN,Crenshaw,Dan,TX,Republican,3000
WCN,Smith,Jason,MO,Republican,2500
WCN,Johnson,Henry,GA,Democrat,2500
WCN,Johnson,Ron,WI,Republican,2500
WCN,Johnson,Mike,LA,Republican,2500
WCN,Johnson,Dusty,SD,Republican,2500
WCN,Johnson,Julie,TX,Democrat,2500
WCN,Kustoff,David,TN,Republican,2500
WCN,Grassley,Charles,IA,Republican,2000
WCN,Jackson,Ronny,TX,Republican,2000
WCN,Jackson,Jonathan,IL,Democrat,2000
WCN,Scalise,Steve,LA,Republican,2000
WFC,Flood,Mike,NE,Republican,7000
WFC,Barrasso,John,WY,Republican,5000
WFC,Schmitt,Eric,MO,Republican,5000
WFC,Kim,Young,CA,Republican,4500
WFC,Grassley,Charles,IA,Republican,4000
WFC,Foster,Bill,IL,Democrat,3500
WM,Fitzpatrick,Brian,PA,Republican,10000
WM,Espaillat,Adriano,NY,Democrat,5500
WM,Meeks,Gregory,NY,Democrat,5000
WM,Aguilar,Pete,CA,Democrat,5000
WM,Morelle,Joseph,NY,Democrat,4000
WM,Horsford,Steven,NV,Democrat,4000
WM,Thompson,Bennie,MS,Democrat,4000
WM,Thompson,Mike,CA,Democrat,4000
WM,Thompson,Glenn,PA,Republican,4000
WM,Jeffries,Hakeem,NY,Democrat,4000
WM,Blunt Rochester,Lisa,DE,Democrat,3500
WM,McIver,LaMonica,NJ,Democrat,3500
WM,Ciscomani,Juan,AZ,Republican,3000
WM,Thune,John,SD,Republican,3000
WM,Kennedy,John,LA,Republican,3000
WM,Kennedy,Timothy,NY,Democrat,3000
WM,Kennedy,Mike,UT,Republican,3000
WM,Crenshaw,Dan,TX,Republican,3000
WM,Smith,Jason,MO,Republican,2500
WM,Johnson,Henry,GA,Democrat,2500
WM,Johnson,Ron,WI,Republican,2500
WM,Johnson,Mike,LA,Republican,2500
WM,Johnson,Dusty,SD,Republican,2500
WM,Johnson,Julie,TX,Democrat,2500
WM,Kustoff,David,TN,Republican,2500
WM,Grassley,Charles,IA,Republican,2000
WM,Jackson,Ronny,TX,Republican,2000
WM,Jackson,Jonathan,IL,Democrat,2000
WM,Scalise,Steve,LA,Republican,2000
WST,Kennedy,John,LA,Republican,10000
WST,Kennedy,Timothy,NY,Democrat,10000
WST,Kennedy,Mike,UT,Republican,10000
WST,Jackson,Ronny,TX,Republican,10000
WST,Jackson,Jonathan,IL,Democrat,10000
WST,Gallego,Ruben,AZ,Democrat,6000
WST,Grijalva,Adelita,AZ,Democrat,2000
WST,Keating,William,MA,Democrat,1180
WST,Marshall,Roger,KS,Republican,1100
XOM,Pfluger,August,TX,Republican,10000
XOM,Fletcher,Lizzie,TX,Democrat,10000
XOM,Crenshaw,Dan,TX,Republican,10000
XOM,Veasey,Marc,TX,Democrat,10000
XOM,Gonzalez,Vicente,TX,Democrat,10000
XOM,Garcia,Sylvia,TX,Democrat,10000
XOM,Guthrie,Brett,KY,Republican,10000
XOM,Scalise,Steve,LA,Republican,10000
XOM,Westerman,Bruce,AR,Republican,9500
XOM,Sewell,Terri,AL,Democrat,7500
XOM,Aguilar,Pete,CA,Democrat,7500
XOM,Thompson,Bennie,MS,Democrat,6500
XOM,Thompson,Mike,CA,Democrat,6500
XOM,Thompson,Glenn,PA,Republican,6500
XOM,Costa,Jim,CA,Democrat,5000
XOM,Lankford,James,OK,Republican,5000
XOM,McConnell,Mitch,KY,Republican,5000
XOM,Johnson,Henry,GA,Democrat,5000
XOM,Johnson,Ron,WI,Republican,5000
XOM,Johnson,Mike,LA,Republican,5000
XOM,Johnson,Dusty,SD,Republican,5000
XOM,Johnson,Julie,TX,Democrat,5000
XOM,Fitzpatrick,Brian,PA,Republican,5000
XOM,Barrasso,John,WY,Republican,5000
XOM,Fischer,Deb,NE,Republican,5000
XOM,Meeks,Gregory,NY,Democrat,5000
XOM,Smith,Jason,MO,Republican,5000
XOM,Babin,Brian,TX,Republican,5000
XOM,Kelly,Mike,PA,Republican,5000
XOM,Horsford,Steven,NV,Democrat,5000
XOM,Clyburn,James,SC,Democrat,5000
XOM,Larsen,Rick,WA,Democrat,5000
XOM,Armstrong,Alan,OK,Republican,5000
XOM,Bacon,Don,NE,Republican,5000
XOM,Miller-Meeks,Mariannette,IA,Republican,5000
XOM,Schneider,Bradley,IL,Democrat,5000
XOM,Cuellar,Henry,TX,Democrat,5000
XOM,Obernolte,Jay,CA,Republican,4500
XOM,Stauber,Pete,MN,Republican,4500
XOM,Hagerty,Bill,TN,Republican,3500
XOM,Hinson,Ashley,IA,Republican,3500
XOM,Cornyn,John,TX,Republican,2750
XOM,Huizenga,Bill,MI,Republican,2500
XOM,Marshall,Roger,KS,Republican,2500
Z,Lee,Mike,UT,Republican,5000
Z,Tillis,Thom,NC,Republican,5000
Z,Fitzgerald,Scott,WI,Republican,4000
Z,Kennedy,John,LA,Republican,3800
Z,Kennedy,Timothy,NY,Democrat,3800
Z,Kennedy,Mike,UT,Republican,3800
Z,Horsford,Steven,NV,Democrat,3500
Z,Strickland,Marilyn,WA,Democrat,2500
Z,Garbarino,Andrew,NY,Republican,2000
Z,Wagner,Ann,MO,Republican,2000
Z,Blunt Rochester,Lisa,DE,Democrat,2000
Z,Flood,Mike,NE,Republican,2000
Z,Houchin,Erin,IN,Republican,2000
Z,Jackson,Ronny,TX,Republican,1000
Z,Jackson,Jonathan,IL,Democrat,1000
Z,Warner,Mark,VA,Democrat,1000
Z,Kim,Young,CA,Republican,1000
Z,Armstrong,Alan,OK,Republican,1000
Z,Thune,John,SD,Republican,1000
Z,Pettersen,Brittany,CO,Democrat,1000
Z,Huffman,Jared,CA,Democrat,1000
Z,Schmidt,Derek,KS,Republican,500
ZTS,Johnson,Henry,GA,Democrat,5000
ZTS,Johnson,Ron,WI,Republican,5000
ZTS,Johnson,Mike,LA,Republican,5000
ZTS,Johnson,Dusty,SD,Republican,5000
ZTS,Johnson,Julie,TX,Democrat,5000
ZTS,Craig,Angie,MN,Democrat,5000
ZTS,Jeffries,Hakeem,NY,Democrat,5000
ZTS,Fischer,Deb,NE,Republican,5000
ZTS,Neal,Richard,MA,Democrat,2500
ZTS,Smith,Jason,MO,Republican,2500
ZTS,Bacon,Don,NE,Republican,2500
ZTS,Valadao,David,CA,Republican,2500
ZTS,Horsford,Steven,NV,Democrat,2500
ZTS,Houlahan,Chrissy,PA,Democrat,2500
ZTS,Clark,Katherine,MA,Democrat,2500
ZTS,Larsen,Rick,WA,Democrat,2500
ZTS,Heinrich,Martin,NM,Democrat,2500
ZTS,Flood,Mike,NE,Republican,2500
ZTS,Budd,Ted,NC,Republican,2500
ZTS,Feenstra,Randy,IA,Republican,2500
ZTS,Smith,Adrian,NE,Republican,2500
ZTS,Panetta,Jimmy,CA,Democrat,2500
ZTS,Sessions,Pete,TX,Republican,2500
ZTS,Thompson,Bennie,MS,Democrat,2500
ZTS,Thompson,Mike,CA,Democrat,2500
ZTS,Thompson,Glenn,PA,Republican,2500
ZTS,DeLauro,Rosa,CT,Democrat,2500
ZTS,Neguse,Joe,CO,Democrat,2500
ZTS,Bishop,Sanford,GA,Democrat,2500
ZTS,Ricketts,Pete,NE,Republican,2500
ZTS,Ross,Deborah,NC,Democrat,2500
ZTS,Finstad,Brad,MN,Republican,2500
ZTS,Guthrie,Brett,KY,Republican,2500
ZTS,Boozman,John,AR,Republican,2500
ZTS,Hinson,Ashley,IA,Republican,2500
ZTS,Pallone,Frank,NJ,Democrat,2500
ZTS,Huizenga,Bill,MI,Republican,2500
ZTS,Tillis,Thom,NC,Republican,2500
ZTS,Fetterman,John,PA,Democrat,2500
ZTS,Grassley,Charles,IA,Republican,2500
ZTS,Schumer,Charles,NY,Democrat,2500
ZTS,Scalise,Steve,LA,Republican,2500
ZTS,Costa,Jim,CA,Democrat,2000
ZTS,Foushee,Valerie,NC,Democrat,0
ZTS,Baldwin,Tammy,WI,Democrat,-1500
