party,member,chamber,ticker,type,transaction_date,filing_date,owner,amount,lag_days
D,Sheldon Whitehouse,Senate,QCOM,S,2015-09-15,2015-09-24,Joint,"$15,001 - $50,000",9
D,Sheldon Whitehouse,Senate,BAC,S,2015-09-15,2015-09-24,Joint,"$15,001 - $50,000",9
D,Sheldon Whitehouse,Senate,PG,P,2015-08-28,2015-09-24,Joint,"$1,001 - $15,000",27
D,Sheldon Whitehouse,Senate,CSX,S,2015-08-28,2015-09-24,Joint,"$1,001 - $15,000",27
D,Sheldon Whitehouse,Senate,BIIB,P,2015-08-28,2015-09-24,Joint,"$1,001 - $15,000",27
D,Sheldon Whitehouse,Senate,QLIK,S,2015-08-28,2015-09-24,Self,"$15,001 - $50,000",27
D,Sheldon Whitehouse,Senate,FB,P,2015-08-28,2015-09-24,Self,"$1,001 - $15,000",27
D,Sheldon Whitehouse,Senate,VFC,S,2015-08-28,2015-09-24,Self,"$15,001 - $50,000",27
R,John Cornyn,Senate,AAPL,P,2015-08-21,2015-09-21,Self,"$15,001 - $50,000",31
R,James M Inhofe,Senate,COF,S,2015-08-27,2015-09-10,Self,"$100,001 - $250,000",14
R,James M Inhofe,Senate,RSPP,P,2015-08-24,2015-09-10,Self,"$15,001 - $50,000",17
R,James M Inhofe,Senate,CHK,P,2015-08-24,2015-09-10,Self,"$15,001 - $50,000",17
R,James M Inhofe,Senate,CLR,S,2015-08-24,2015-09-10,Self,"$15,001 - $50,000",17
R,James M Inhofe,Senate,AAPL,P,2015-08-24,2015-09-10,Self,"$15,001 - $50,000",17
R,James M Inhofe,Senate,A,P,2015-08-24,2015-09-10,Self,"$15,001 - $50,000",17
R,James M Inhofe,Senate,EMR,S,2015-08-24,2015-09-10,Self,"$50,001 - $100,000",17
R,James M Inhofe,Senate,ARW,P,2015-08-12,2015-09-10,Self,"$50,001 - $100,000",29
R,James M Inhofe,Senate,MRK,P,2015-08-12,2015-09-10,Self,"$15,001 - $50,000",29
R,James M Inhofe,Senate,DISCK,S,2015-08-07,2015-09-10,Self,"$50,001 - $100,000",34
R,James M Inhofe,Senate,QCOM,S,2015-08-04,2015-09-10,Self,"$50,001 - $100,000",37
R,John Hoeven,Senate,JCI,P,2015-08-13,2015-09-08,Self,"$100,001 - $250,000",26
R,John Hoeven,Senate,RL,P,2015-08-13,2015-09-08,Self,"$50,001 - $100,000",26
R,John Hoeven,Senate,TAP,P,2015-08-13,2015-09-08,Self,"$100,001 - $250,000",26
?,"David A Perdue , Jr",Senate,AAN,S,2015-09-02,2015-09-08,Joint,"$1,001 - $15,000",6
?,"David A Perdue , Jr",Senate,GLW,P,2015-09-02,2015-09-08,Joint,"$1,001 - $15,000",6
?,"David A Perdue , Jr",Senate,BK,S,2015-09-02,2015-09-08,Joint,"$1,001 - $15,000",6
?,"David A Perdue , Jr",Senate,BK,S,2015-09-01,2015-09-08,Joint,"$1,001 - $15,000",7
?,"David A Perdue , Jr",Senate,GLW,P,2015-09-01,2015-09-08,Joint,"$1,001 - $15,000",7
?,"David A Perdue , Jr",Senate,CIT,S,2015-08-31,2015-09-08,Joint,"$1,001 - $15,000",8
?,"David A Perdue , Jr",Senate,BK,S,2015-08-31,2015-09-08,Joint,"$1,001 - $15,000",8
?,"David A Perdue , Jr",Senate,DVN,P,2015-08-31,2015-09-08,Joint,"$1,001 - $15,000",8
?,"David A Perdue , Jr",Senate,BAX,P,2015-08-28,2015-09-08,Joint,"$1,001 - $15,000",11
?,"David A Perdue , Jr",Senate,CIT,S,2015-08-28,2015-09-08,Joint,"$1,001 - $15,000",11
?,"David A Perdue , Jr",Senate,GLW,P,2015-08-28,2015-09-08,Joint,"$1,001 - $15,000",11
?,"David A Perdue , Jr",Senate,AAN,S,2015-08-27,2015-09-08,Joint,"$1,001 - $15,000",12
?,"David A Perdue , Jr",Senate,CIT,S,2015-08-27,2015-09-08,Joint,"$1,001 - $15,000",12
?,"David A Perdue , Jr",Senate,BAX,P,2015-08-27,2015-09-08,Joint,"$1,001 - $15,000",12
?,"David A Perdue , Jr",Senate,DVN,P,2015-08-27,2015-09-08,Joint,"$1,001 - $15,000",12
?,"David A Perdue , Jr",Senate,GLW,P,2015-08-27,2015-09-08,Joint,"$1,001 - $15,000",12
?,"David A Perdue , Jr",Senate,CIT,S,2015-08-26,2015-09-08,Joint,"$1,001 - $15,000",13
?,"David A Perdue , Jr",Senate,BAX,P,2015-08-26,2015-09-08,Joint,"$1,001 - $15,000",13
?,"David A Perdue , Jr",Senate,PG,P,2015-08-25,2015-09-08,Joint,"$15,001 - $50,000",14
?,"David A Perdue , Jr",Senate,CIT,S,2015-08-25,2015-09-08,Joint,"$1,001 - $15,000",14
?,"David A Perdue , Jr",Senate,BAX,P,2015-08-25,2015-09-08,Joint,"$1,001 - $15,000",14
?,"David A Perdue , Jr",Senate,DE,S,2015-08-25,2015-09-08,Joint,"$1,001 - $15,000",14
?,"David A Perdue , Jr",Senate,AAN,S,2015-08-25,2015-09-08,Joint,"$1,001 - $15,000",14
?,"David A Perdue , Jr",Senate,QCOM,P,2015-08-24,2015-09-08,Joint,"$1,001 - $15,000",15
?,"David A Perdue , Jr",Senate,IP,P,2015-08-24,2015-09-08,Joint,"$15,001 - $50,000",15
?,"David A Perdue , Jr",Senate,PSX,P,2015-08-24,2015-09-08,Joint,"$1,001 - $15,000",15
?,"David A Perdue , Jr",Senate,KMI,P,2015-08-24,2015-09-08,Joint,"$15,001 - $50,000",15
?,"David A Perdue , Jr",Senate,SBUX,P,2015-08-24,2015-09-08,Joint,"$15,001 - $50,000",15
?,"David A Perdue , Jr",Senate,BAX,P,2015-08-24,2015-09-08,Joint,"$1,001 - $15,000",15
?,"David A Perdue , Jr",Senate,CIT,S,2015-08-24,2015-09-08,Joint,"$1,001 - $15,000",15
?,"David A Perdue , Jr",Senate,DISCA,P,2015-08-21,2015-09-08,Joint,"$1,001 - $15,000",18
?,"David A Perdue , Jr",Senate,BAX,P,2015-08-21,2015-09-08,Joint,"$1,001 - $15,000",18
?,"David A Perdue , Jr",Senate,CIT,S,2015-08-21,2015-09-08,Joint,"$1,001 - $15,000",18
?,"David A Perdue , Jr",Senate,CBS,P,2015-08-20,2015-09-08,Joint,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,BAX,P,2015-08-20,2015-09-08,Joint,"$15,001 - $50,000",19
?,"David A Perdue , Jr",Senate,DISCA,P,2015-08-20,2015-09-08,Joint,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,DE,S,2015-08-20,2015-09-08,Joint,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,BAX,P,2015-08-19,2015-09-08,Joint,"$1,001 - $15,000",20
?,"David A Perdue , Jr",Senate,GPK,S,2015-08-17,2015-09-08,Joint,"$50,001 - $100,000",22
?,"David A Perdue , Jr",Senate,LNT,S,2015-08-17,2015-09-08,Joint,"$100,001 - $250,000",22
?,"David A Perdue , Jr",Senate,LNT,S,2015-08-14,2015-09-08,Joint,"$100,001 - $250,000",25
?,"David A Perdue , Jr",Senate,LNT,S,2015-08-13,2015-09-08,Joint,"$100,001 - $250,000",26
?,"David A Perdue , Jr",Senate,LNT,S,2015-08-12,2015-09-08,Joint,"$250,001 - $500,000",27
?,"David A Perdue , Jr",Senate,BAX,P,2015-08-12,2015-09-08,Joint,"$1,001 - $15,000",27
?,"David A Perdue , Jr",Senate,DISCA,P,2015-08-12,2015-09-08,Joint,"$1,001 - $15,000",27
?,"David A Perdue , Jr",Senate,AAN,S,2015-08-12,2015-09-08,Joint,"$1,001 - $15,000",27
?,"David A Perdue , Jr",Senate,AAN,S,2015-08-11,2015-09-08,Joint,"$1,001 - $15,000",28
?,"David A Perdue , Jr",Senate,GPK,S,2015-08-10,2015-09-08,Joint,"$15,001 - $50,000",29
?,"David A Perdue , Jr",Senate,BAX,P,2015-08-10,2015-09-08,Joint,"$1,001 - $15,000",29
?,"David A Perdue , Jr",Senate,PAA,S,2015-08-07,2015-09-08,Joint,"$1,001 - $15,000",32
?,"David A Perdue , Jr",Senate,XOM,P,2015-08-07,2015-09-08,Joint,"$1,001 - $15,000",32
?,"David A Perdue , Jr",Senate,LQDT,S,2015-08-07,2015-09-08,Joint,"$1,001 - $15,000",32
?,"David A Perdue , Jr",Senate,PAA,S,2015-08-06,2015-09-08,Joint,"$1,001 - $15,000",33
?,"David A Perdue , Jr",Senate,FOX,P,2015-08-06,2015-09-08,Joint,"$15,001 - $50,000",33
?,"David A Perdue , Jr",Senate,DISCA,P,2015-08-06,2015-09-08,Joint,"$1,001 - $15,000",33
?,"David A Perdue , Jr",Senate,CBS,P,2015-08-06,2015-09-08,Joint,"$1,001 - $15,000",33
?,"David A Perdue , Jr",Senate,AM,P,2015-08-05,2015-09-08,Joint,"$1,001 - $15,000",34
?,"David A Perdue , Jr",Senate,BAX,P,2015-08-04,2015-09-08,Joint,"$1,001 - $15,000",35
?,"David A Perdue , Jr",Senate,CLX,S,2015-08-03,2015-09-08,Joint,"$1,001 - $15,000",36
?,"David A Perdue , Jr",Senate,BCR,S,2015-08-03,2015-09-08,Joint,"$15,001 - $50,000",36
?,"David A Perdue , Jr",Senate,WPX,P,2015-08-03,2015-09-08,Joint,"$1,001 - $15,000",36
?,"David A Perdue , Jr",Senate,GPK,S,2015-07-31,2015-09-08,Joint,"$50,001 - $100,000",39
?,"David A Perdue , Jr",Senate,LNT,S,2015-07-31,2015-09-08,Joint,"$100,001 - $250,000",39
?,"David A Perdue , Jr",Senate,LNT,S,2015-07-30,2015-09-08,Joint,"$100,001 - $250,000",40
?,"David A Perdue , Jr",Senate,WPX,P,2015-07-30,2015-09-08,Joint,"$1,001 - $15,000",40
?,"David A Perdue , Jr",Senate,DE,S,2015-07-30,2015-09-08,Joint,"$1,001 - $15,000",40
?,"David A Perdue , Jr",Senate,DVN,P,2015-07-29,2015-09-08,Joint,"$1,001 - $15,000",41
?,"David A Perdue , Jr",Senate,CVC,S,2015-07-29,2015-09-08,Joint,"$1,001 - $15,000",41
?,"David A Perdue , Jr",Senate,VLP,S,2015-07-28,2015-09-08,Joint,"$1,001 - $15,000",42
?,"David A Perdue , Jr",Senate,GPK,S,2015-07-28,2015-09-08,Joint,"$100,001 - $250,000",42
?,"David A Perdue , Jr",Senate,LQDT,S,2015-07-28,2015-09-08,Joint,"$1,001 - $15,000",42
?,"David A Perdue , Jr",Senate,WPX,P,2015-08-05,2015-09-08,Joint,"$1,001 - $15,000",34
?,"David A Perdue , Jr",Senate,CVC,S,2015-08-05,2015-09-08,Joint,"$1,001 - $15,000",34
?,"David A Perdue , Jr",Senate,DISCA,P,2015-08-05,2015-09-08,Joint,"$1,001 - $15,000",34
?,"David A Perdue , Jr",Senate,WOOF,S,2015-08-05,2015-09-08,Joint,"$1,001 - $15,000",34
?,"David A Perdue , Jr",Senate,VLP,P,2015-08-04,2015-09-08,Joint,"$1,001 - $15,000",35
R,James M Inhofe,Senate,DISCK,S,2015-08-07,2015-09-04,Self,"$50,001 - $100,000",28
R,James M Inhofe,Senate,QCOM,S,2015-08-04,2015-09-02,Self,"$50,001 - $100,000",29
D,Sheldon Whitehouse,Senate,GE,P,2015-08-04,2015-09-01,Spouse,"$1,001 - $15,000",28
D,Sheldon Whitehouse,Senate,BIIB,P,2015-08-04,2015-09-01,Spouse,"$1,001 - $15,000",28
D,Sheldon Whitehouse,Senate,KO,P,2015-08-10,2015-09-01,Child,"$1,001 - $15,000",22
D,Sheldon Whitehouse,Senate,BIIB,P,2015-08-10,2015-09-01,Joint,"$1,001 - $15,000",22
D,Sheldon Whitehouse,Senate,WFC,P,2015-08-04,2015-09-01,Self,"$1,001 - $15,000",28
D,Sheldon Whitehouse,Senate,VZ,P,2015-08-04,2015-09-01,Self,"$1,001 - $15,000",28
D,Sheldon Whitehouse,Senate,NFLX,P,2015-07-15,2015-09-01,Self,"$1,001 - $15,000",48
D,Thomas R Carper,Senate,GAS,S,2015-08-25,2015-09-01,Spouse,"$1,001 - $15,000",7
D,Thomas R Carper,Senate,AEE,P,2015-08-25,2015-09-01,Spouse,"$1,001 - $15,000",7
R,William Cassidy,Senate,IHE,P,2015-08-27,2015-08-28,Spouse,"$1,001 - $15,000",1
R,William Cassidy,Senate,CAT,P,2015-08-27,2015-08-28,Spouse,"$1,001 - $15,000",1
R,Patrick J Toomey,Senate,IDV,S,2014-09-02,2015-08-24,Joint,"$15,001 - $50,000",356
R,Patrick J Toomey,Senate,IXP,P,2014-09-02,2015-08-24,Joint,"$15,001 - $50,000",356
R,Patrick J Toomey,Senate,SDY,P,2014-09-02,2015-08-24,Joint,"$15,001 - $50,000",356
R,Patrick J Toomey,Senate,AMLP,P,2014-09-02,2015-08-24,Joint,"$1,001 - $15,000",356
R,Patrick J Toomey,Senate,DWX,S,2014-09-02,2015-08-24,Joint,"$15,001 - $50,000",356
R,Patrick J Toomey,Senate,ILF,P,2014-09-02,2015-08-24,Spouse,"$1,001 - $15,000",356
R,Patrick J Toomey,Senate,EPP,S,2014-09-02,2015-08-24,Spouse,"$1,001 - $15,000",356
R,Patrick J Toomey,Senate,PFS,S,2014-12-17,2015-08-24,Joint,"$1,001 - $15,000",250
R,Patrick J Toomey,Senate,T,P,2014-12-18,2015-08-24,Joint,"$15,001 - $50,000",249
R,Patrick J Toomey,Senate,PFS,S,2014-12-18,2015-08-24,Joint,"$1,001 - $15,000",249
R,Patrick J Toomey,Senate,ESV,P,2014-12-18,2015-08-24,Joint,"$15,001 - $50,000",249
R,Pat Roberts,Senate,BIDU,P,2015-07-27,2015-08-23,Spouse,"$1,001 - $15,000",27
R,Pat Roberts,Senate,AAPL,P,2015-07-27,2015-08-23,Spouse,"$1,001 - $15,000",27
R,Pat Roberts,Senate,AAPL,P,2015-07-24,2015-08-23,Spouse,"$1,001 - $15,000",30
R,Pat Roberts,Senate,SBUX.SW,P,2015-07-13,2015-08-23,Spouse,"$1,001 - $15,000",41
R,Pat Roberts,Senate,CELG,S,2015-07-02,2015-08-23,Spouse,"$1,001 - $15,000",52
R,William Cassidy,Senate,OXY,P,2015-07-08,2015-08-20,Spouse,"$1,001 - $15,000",43
R,William Cassidy,Senate,NBL,P,2015-07-16,2015-08-20,Joint,"$1,001 - $15,000",35
D,Sheldon Whitehouse,Senate,KORS,S,2015-05-27,2015-08-12,Child,"$1,001 - $15,000",77
D,Sheldon Whitehouse,Senate,AMGN,P,2015-05-27,2015-08-12,Spouse,"$1,001 - $15,000",77
D,Sheldon Whitehouse,Senate,BAC,P,2015-05-27,2015-08-12,Joint,"$15,001 - $50,000",77
D,Sheldon Whitehouse,Senate,CY,S,2015-05-18,2015-08-12,Joint,"$15,001 - $50,000",86
D,Sheldon Whitehouse,Senate,RTN,S,2015-05-18,2015-08-12,Joint,"$1,001 - $15,000",86
D,Sheldon Whitehouse,Senate,PCAR,S,2015-05-07,2015-08-12,Joint,"$1,001 - $15,000",97
D,Sheldon Whitehouse,Senate,PRU,S,2015-05-07,2015-08-12,Joint,"$1,001 - $15,000",97
D,Sheldon Whitehouse,Senate,FEYE,P,2015-05-27,2015-08-12,Self,"$1,001 - $15,000",77
D,Sheldon Whitehouse,Senate,MRK,P,2015-05-27,2015-08-12,Self,"$1,001 - $15,000",77
D,Sheldon Whitehouse,Senate,TU,S,2015-05-27,2015-08-12,Self,"$15,001 - $50,000",77
D,Sheldon Whitehouse,Senate,NFLX,P,2015-05-07,2015-08-12,Self,"$15,001 - $50,000",97
D,Sheldon Whitehouse,Senate,BIIB,P,2015-05-07,2015-08-12,Self,"$15,001 - $50,000",97
D,Sheldon Whitehouse,Senate,COF,S,2014-10-15,2015-08-12,Joint,"$15,001 - $50,000",301
D,John F Reed,Senate,FEYE,P,2015-07-29,2015-08-06,Joint,"$1,001 - $15,000",8
D,Thomas R Carper,Senate,NWN,P,2015-07-21,2015-08-04,Spouse,"$1,001 - $15,000",14
R,James M Inhofe,Senate,CLR,P,2015-07-20,2015-08-04,Self,"$15,001 - $50,000",15
R,John Hoeven,Senate,KHC,E,2015-07-06,2015-08-03,Self,"$250,001 - $500,000",28
R,John Hoeven,Senate,KRFT,E,2015-07-06,2015-08-03,Self,"$250,001 - $500,000",28
R,Shelley M Capito,Senate,ABT,P,2015-07-21,2015-08-03,Spouse,"$1,001 - $15,000",13
R,James M Inhofe,Senate,FANG,P,2015-07-15,2015-07-29,Self,"$50,001 - $100,000",14
?,"David A Perdue , Jr",Senate,WPX,P,2015-07-27,2015-07-28,Joint,"$1,001 - $15,000",1
?,"David A Perdue , Jr",Senate,DISCA,P,2015-07-27,2015-07-28,Joint,"$1,001 - $15,000",1
?,"David A Perdue , Jr",Senate,WPZ,S,2015-07-24,2015-07-28,Joint,"$1,001 - $15,000",4
?,"David A Perdue , Jr",Senate,AAN,S,2015-07-23,2015-07-28,Joint,"$1,001 - $15,000",5
?,"David A Perdue , Jr",Senate,WPZ,S,2015-07-23,2015-07-28,Joint,"$1,001 - $15,000",5
?,"David A Perdue , Jr",Senate,SE,S,2015-07-23,2015-07-28,Joint,"$1,001 - $15,000",5
?,"David A Perdue , Jr",Senate,CVC,S,2015-07-22,2015-07-28,Joint,"$1,001 - $15,000",6
?,"David A Perdue , Jr",Senate,SE,S,2015-07-22,2015-07-28,Joint,"$1,001 - $15,000",6
?,"David A Perdue , Jr",Senate,WPZ,S,2015-07-22,2015-07-28,Joint,"$1,001 - $15,000",6
?,"David A Perdue , Jr",Senate,PYPL,S,2015-07-21,2015-07-28,Joint,"$1,001 - $15,000",7
?,"David A Perdue , Jr",Senate,EBAY,S,2015-07-21,2015-07-28,Joint,"$1,001 - $15,000",7
?,"David A Perdue , Jr",Senate,CVC,S,2015-07-20,2015-07-28,Joint,"$1,001 - $15,000",8
?,"David A Perdue , Jr",Senate,WOOF,S,2015-07-20,2015-07-28,Joint,"$1,001 - $15,000",8
?,"David A Perdue , Jr",Senate,EBAY,S,2015-07-17,2015-07-28,Joint,"$15,001 - $50,000",11
?,"David A Perdue , Jr",Senate,PKI,S,2015-07-17,2015-07-28,Joint,"$1,001 - $15,000",11
?,"David A Perdue , Jr",Senate,WPX,P,2015-07-17,2015-07-28,Joint,"$1,001 - $15,000",11
?,"David A Perdue , Jr",Senate,CVC,S,2015-07-16,2015-07-28,Joint,"$1,001 - $15,000",12
?,"David A Perdue , Jr",Senate,CVC,S,2015-07-14,2015-07-28,Joint,"$1,001 - $15,000",14
?,"David A Perdue , Jr",Senate,DVN,P,2015-07-13,2015-07-28,Joint,"$1,001 - $15,000",15
?,"David A Perdue , Jr",Senate,AAN,S,2015-07-13,2015-07-28,Joint,"$1,001 - $15,000",15
?,"David A Perdue , Jr",Senate,AAN,S,2015-07-09,2015-07-28,Joint,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,AAN,S,2015-07-08,2015-07-28,Joint,"$1,001 - $15,000",20
?,"David A Perdue , Jr",Senate,CVC,S,2015-07-07,2015-07-28,Joint,"$1,001 - $15,000",21
?,"David A Perdue , Jr",Senate,DISCA,P,2015-06-29,2015-07-28,Joint,"$1,001 - $15,000",29
?,"David A Perdue , Jr",Senate,CBS,P,2015-06-29,2015-07-28,Joint,"$1,001 - $15,000",29
D,Sheldon Whitehouse,Senate,T,P,2015-07-07,2015-07-21,Spouse,"$1,001 - $15,000",14
D,Sheldon Whitehouse,Senate,BIIB,P,2015-07-10,2015-07-21,Joint,"$1,001 - $15,000",11
D,Sheldon Whitehouse,Senate,LLTC,P,2015-07-10,2015-07-21,Child,"$1,001 - $15,000",11
D,Sheldon Whitehouse,Senate,T,P,2015-07-10,2015-07-21,Child,"$1,001 - $15,000",11
D,Sheldon Whitehouse,Senate,MRK,P,2015-07-10,2015-07-21,Self,"$1,001 - $15,000",11
D,Sheldon Whitehouse,Senate,GPRO,P,2015-07-07,2015-07-21,Self,"$1,001 - $15,000",14
D,Sheldon Whitehouse,Senate,M,S,2015-07-07,2015-07-21,Self,"$15,001 - $50,000",14
D,Sheldon Whitehouse,Senate,CY,S,2015-06-15,2015-07-21,Self,"$15,001 - $50,000",36
D,Sheldon Whitehouse,Senate,TRIP,S,2015-06-15,2015-07-21,Self,"$1,001 - $15,000",36
D,Sheldon Whitehouse,Senate,CHL,S,2015-06-15,2015-07-21,Self,"$15,001 - $50,000",36
R,Susan M Collins,Senate,BUD,S,2014-07-23,2015-07-20,Spouse,"$1,001 - $15,000",362
R,Susan M Collins,Senate,ENLC,S,2014-07-23,2015-07-20,Spouse,"$1,001 - $15,000",362
R,Susan M Collins,Senate,OGS,S,2014-07-23,2015-07-20,Spouse,"$1,001 - $15,000",362
R,Susan M Collins,Senate,TCAP,S,2014-06-19,2015-07-20,Spouse,"$1,001 - $15,000",396
R,Susan M Collins,Senate,AGCO,S,2014-06-19,2015-07-20,Spouse,"$1,001 - $15,000",396
R,Susan M Collins,Senate,TOLLX,P,2014-12-18,2015-07-20,Spouse,"$1,001 - $15,000",214
R,Susan M Collins,Senate,TOLLX,S,2014-12-15,2015-07-20,Spouse,"$1,001 - $15,000",217
R,Susan M Collins,Senate,WASCX,P,2014-12-11,2015-07-20,Spouse,"$1,001 - $15,000",221
R,Susan M Collins,Senate,BMGAX,P,2014-12-10,2015-07-20,Spouse,"$1,001 - $15,000",222
R,Susan M Collins,Senate,DVFAX,P,2014-12-11,2015-07-20,Spouse,"$1,001 - $15,000",221
R,Susan M Collins,Senate,TOLLX,P,2014-12-18,2015-07-17,Spouse,"$1,001 - $15,000",211
R,Susan M Collins,Senate,TOLLX,S,2014-12-15,2015-07-17,Spouse,"$1,001 - $15,000",214
R,Susan M Collins,Senate,WASCX,P,2014-12-11,2015-07-17,Spouse,"$1,001 - $15,000",218
R,Susan M Collins,Senate,BMGAX,P,2014-12-10,2015-07-17,Spouse,"$1,001 - $15,000",219
R,Susan M Collins,Senate,DVFAX,P,2014-12-11,2015-07-17,Spouse,"$1,001 - $15,000",218
D,John F Reed,Senate,ALTR,S,2015-06-30,2015-07-16,Self,"$1,001 - $15,000",16
D,John F Reed,Senate,AMG,P,2015-06-30,2015-07-16,Self,"$1,001 - $15,000",16
R,James M Inhofe,Senate,MSACX,S,2015-07-09,2015-07-15,Self,"$15,001 - $50,000",6
R,James M Inhofe,Senate,VADDX,S,2015-07-09,2015-07-15,Self,"$1,001 - $15,000",6
R,James M Inhofe,Senate,NGIPX,S,2015-07-09,2015-07-15,Self,"$1,001 - $15,000",6
R,James M Inhofe,Senate,WSTMX,S,2015-07-09,2015-07-15,Self,"$1,001 - $15,000",6
R,James M Inhofe,Senate,VMIIX,S,2015-07-09,2015-07-15,Self,"$1,001 - $15,000",6
R,James M Inhofe,Senate,VSMIX,S,2015-07-09,2015-07-15,Self,"$1,001 - $15,000",6
R,James M Inhofe,Senate,ACSDX,S,2015-07-09,2015-07-15,Self,"$1,001 - $15,000",6
R,James M Inhofe,Senate,MGEMX,S,2015-07-09,2015-07-15,Self,"$1,001 - $15,000",6
R,James M Inhofe,Senate,BIIB,P,2015-07-09,2015-07-15,Self,"$15,001 - $50,000",6
R,James M Inhofe,Senate,CLR,P,2015-07-09,2015-07-15,Self,"$15,001 - $50,000",6
R,James M Inhofe,Senate,GE,P,2015-07-09,2015-07-15,Self,"$1,001 - $15,000",6
R,James M Inhofe,Senate,PCLN,P,2015-07-09,2015-07-15,Self,"$15,001 - $50,000",6
R,James M Inhofe,Senate,MRK,P,2015-07-09,2015-07-15,Self,"$50,001 - $100,000",6
R,James M Inhofe,Senate,ITC,P,2015-07-09,2015-07-15,Self,"$50,001 - $100,000",6
R,James M Inhofe,Senate,ABT,S,2015-07-09,2015-07-15,Self,"$50,001 - $100,000",6
R,James M Inhofe,Senate,NGIPX,P,2015-06-22,2015-07-15,Self,"$1,001 - $15,000",23
R,James M Inhofe,Senate,GILD,S,2015-06-09,2015-07-09,Self,"$50,001 - $100,000",30
R,Patrick J Toomey,Senate,VZ,P,2015-06-04,2015-07-09,Joint,"$1,001 - $15,000",35
R,Patrick J Toomey,Senate,CVX,P,2015-06-16,2015-07-09,Joint,"$1,001 - $15,000",23
R,Patrick J Toomey,Senate,PFS,S,2015-06-16,2015-07-09,Joint,"$15,001 - $50,000",23
R,Patrick J Toomey,Senate,PFS,S,2015-06-23,2015-07-09,Joint,"$15,001 - $50,000",16
R,Patrick J Toomey,Senate,PFS,S,2015-06-24,2015-07-09,Joint,"$15,001 - $50,000",15
D,Thomas R Carper,Senate,CVG,P,2015-06-24,2015-07-01,Spouse,"$1,001 - $15,000",7
D,Thomas R Carper,Senate,ATML,S,2015-06-24,2015-07-01,Spouse,"$1,001 - $15,000",7
D,Thomas R Carper,Senate,DD,P,2015-06-12,2015-07-01,Spouse,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,CVC,S,2015-06-19,2015-06-26,Joint,"$1,001 - $15,000",7
?,"David A Perdue , Jr",Senate,ANTM,S,2015-06-11,2015-06-26,Joint,"$1,001 - $15,000",15
?,"David A Perdue , Jr",Senate,DISCA,P,2015-05-29,2015-06-26,Joint,"$1,001 - $15,000",28
?,"David A Perdue , Jr",Senate,AXLL,P,2015-06-03,2015-06-26,Joint,"$1,001 - $15,000",23
?,"David A Perdue , Jr",Senate,PG,P,2015-06-04,2015-06-26,Joint,"$1,001 - $15,000",22
D,Gary C Peters,Senate,STAG,P,2015-06-16,2015-06-24,Self,"$1,001 - $15,000",8
R,James M Inhofe,Senate,CLR,P,2015-06-04,2015-06-16,Self,"$1,001 - $15,000",12
D,John F Reed,Senate,LSCC,P,2015-06-04,2015-06-15,Joint,"$1,001 - $15,000",11
?,"David A Perdue , Jr",Senate,BA,S,2015-02-23,2015-06-04,Joint,"$15,001 - $50,000",101
?,"David A Perdue , Jr",Senate,SMEZ,S,2015-02-24,2015-06-04,Joint,"$15,001 - $50,000",100
?,"David A Perdue , Jr",Senate,CAT,S,2015-03-11,2015-06-04,Joint,"$15,001 - $50,000",85
?,"David A Perdue , Jr",Senate,SPY,S,2015-03-25,2015-06-04,Joint,"$15,001 - $50,000",71
?,"David A Perdue , Jr",Senate,RF,P,2015-05-20,2015-06-04,Joint,"$15,001 - $50,000",15
?,"David A Perdue , Jr",Senate,CL,S,2015-05-20,2015-06-04,Joint,"$15,001 - $50,000",15
?,"David A Perdue , Jr",Senate,CLX,S,2015-01-15,2015-06-04,Joint,"$1,001 - $15,000",140
?,"David A Perdue , Jr",Senate,BCR,S,2015-01-22,2015-06-04,Joint,"$1,001 - $15,000",133
?,"David A Perdue , Jr",Senate,SYY,P,2015-04-02,2015-06-04,Joint,"$1,001 - $15,000",63
?,"David A Perdue , Jr",Senate,PG,P,2015-04-02,2015-06-04,Joint,"$1,001 - $15,000",63
?,"David A Perdue , Jr",Senate,FOX,P,2015-04-02,2015-06-04,Joint,"$15,001 - $50,000",63
?,"David A Perdue , Jr",Senate,AVP,P,2015-04-02,2015-06-04,Joint,"$1,001 - $15,000",63
?,"David A Perdue , Jr",Senate,FOXA,S,2015-04-02,2015-06-04,Joint,"$1,001 - $15,000",63
?,"David A Perdue , Jr",Senate,JNJ,P,2015-04-02,2015-06-04,Joint,"$1,001 - $15,000",63
?,"David A Perdue , Jr",Senate,KO,P,2015-04-02,2015-06-04,Joint,"$1,001 - $15,000",63
?,"David A Perdue , Jr",Senate,MSFT,S,2015-04-02,2015-06-04,Joint,"$1,001 - $15,000",63
?,"David A Perdue , Jr",Senate,SYY,P,2015-05-06,2015-06-04,Joint,"$15,001 - $50,000",29
?,"David A Perdue , Jr",Senate,CMCSK,S,2015-05-11,2015-06-04,Joint,"$1,001 - $15,000",24
?,"David A Perdue , Jr",Senate,FOX,P,2015-05-11,2015-06-04,Joint,"$1,001 - $15,000",24
