ticker,pct,valUSD,name
SSD,0.245,131702.88,Simpson Manufacturing Co Inc
CSCO,0.244,131266.96,Cisco Systems Inc
DIS,0.24,129094.41,Walt Disney Co/The
DVN,0.239,128321.54,Devon Energy Corp
LPX,0.227,122105.8,Louisiana-Pacific Corp
AIT,0.226,121803.8,Applied Industrial Technologie
DCI,0.226,121778.6,Donaldson Co Inc
NSIT,0.218,117372.25,Insight Enterprises Inc
LBRDK,0.215,115498.12,Liberty Broadband Corp
KO,0.214,115393.25,Coca-Cola Co/The
QCOM,0.214,115304.24,QUALCOMM Inc
PLXS,0.213,114607.57,Plexus Corp
SBUX,0.212,114079.35,Starbucks Corp
UBSI,0.209,112277.26,United Bankshares Inc/WV
ARW,0.2,107805.78,Arrow Electronics Inc
FBIN,0.199,107078.4,Fortune Brands Innovations Inc
ATR,0.19,102461.65,AptarGroup Inc
NVO,0.189,101666.46,Novo Nordisk A/S
ARLP,0.188,101318.64,Alliance Resource Partners LP
PWR,0.187,100569.28,Quanta Services Inc
ORCL,0.186,100132.54,Oracle Corp
ABBV,0.18,96708.02,AbbVie Inc
DOV,0.178,96012.52,Dover Corp
FCX,0.178,95803.5,Freeport-McMoRan Inc
IQV,0.173,92820.51,IQVIA Holdings Inc
BAC,0.172,92415.96,Bank of America Corp
PAG,0.168,90200.25,Penske Automotive Group Inc
GTES,0.168,90300.63,Gates Industrial Corp PLC
PTC,0.167,89616.8,PTC Inc
ST,0.165,88914.83,Sensata Technologies Holding P
KLAC,0.16,85991.04,KLA Corp
FMAO,0.157,84359.36,Farmers &amp; Merchants Bancorp In
ADBE,0.152,82018.56,Adobe Inc
PLUS,0.148,79742.6,ePlus Inc
PRGS,0.147,78970.08,Progress Software Corp
AA,0.141,76017.76,Alcoa Corp
AMGN,0.136,73153.02,Amgen Inc
