ticker,pct,valUSD,name
NVDA,11.408672317613684,23075184.99,NVIDIA Corp
MSFT,7.9252654854956655,16029645.0,Microsoft Corp
AMZN,5.208694655016762,10535107.8,Amazon.com Inc
CRM,4.917093162606048,9945314.51,Salesforce Inc
AAPL,4.465488199985371,9031898.14,Apple Inc
GOOG,3.9975820983506978,8085511.08,Alphabet Inc
AXP,3.153081338323105,6377423.52,American Express Co
COST,2.923311180020996,5912690.31,Costco Wholesale Corp
NFLX,2.8313704725848936,5726731.0,Netflix Inc
META,2.5937746507758965,5246169.6,Meta Platforms Inc
PM,2.5692631603023934,5196592.65,Philip Morris International In
AORT,2.4789303532842974,5013885.48,Artivion Inc
VMC,2.2763566201802132,4604159.77,Vulcan Materials Co
LLY,2.2504257588684244,4551712.0,Eli Lilly &amp; Co
CRWD,2.027144519541859,4100103.28,Crowdstrike Holdings Inc
AMAT,1.9125464496315372,3868317.18,Applied Materials Inc
SSNC,1.8767029974904155,3795820.2,SS&amp;C Technologies Holdings Inc
DHI,1.858390363751213,3758781.06,DR Horton Inc
DIS,1.5911937317540568,3218349.05,Walt Disney Co/The
ABT,1.1255634034458952,2276564.97,Abbott Laboratories
JNJ,1.0515801137575795,2126926.34,Johnson &amp; Johnson
NOW,1.046701888633708,2117059.64,ServiceNow Inc
FGXXX,1.0045462800664549,2031795.69,First American Government Obli
ACN,0.8567770258774946,1732917.54,Accenture PLC
APG,0.8552521225762083,1729833.27,API Group Corp
TSLA,0.7573246467667952,1531765.12,Tesla Inc
KKR,0.6947220085420985,1405145.0,KKR &amp; Co Inc
URI,0.6105424140466179,1234883.32,United Rentals Inc
MS,0.5249209924726572,1061705.4,Morgan Stanley
PINS,0.494918328311191,1001022.0,Pinterest Inc
TCMD,0.4817504577647459,974388.66,Tactile Systems Technology Inc
ARMK,0.4698336400818663,950285.7,Aramark
CVS,0.4646577980855283,939817.04,CVS Health Corp
IBM,0.43909474546523697,888113.2,IBM
PGR,0.42588637754683406,861397.95,Progressive Corp/The
WFC,0.417355957918794,844144.32,Wells Fargo &amp; Co
HD,0.3940672201065502,797040.51,Home Depot Inc/The
SG,0.3488145093854912,705512.36,Sweetgreen Inc
PH,0.34873783086739896,705357.27,Parker-Hannifin Corp
WMT,0.3228316654868671,652959.45,Walmart Inc
PG,0.3133179473202218,633717.0,Procter &amp; Gamble Co/The
CSCO,0.29023390144991734,587027.2,Cisco Systems Inc
SBUX,0.2873386434189511,581171.25,Starbucks Corp
KO,0.2861509199214468,578768.96,Coca-Cola Co/The
MU,0.28223928217549016,570857.28,Micron Technology Inc
V,0.2739137819193872,554018.12,Visa Inc
MAR,0.27182371013001977,549790.74,Marriott International Inc/MD
ABBV,0.27165445277052713,549448.4,AbbVie Inc
BALL,0.2660827441427743,538179.06,Ball Corp
TMUS,0.26137063685560297,528648.35,T-Mobile US Inc
HCA,0.25954823039684877,524962.35,HCA Healthcare Inc
