ticker,pct,valUSD,name
FIX,7.412879971344104,5098126.03,Comfort Systems USA Inc
JPM,4.385417799315481,3016022.48,JPMorgan Chase &amp; Co
INTC,3.463466771118087,2381960.88,Intel Corp
NVDA,3.1320234356283234,2154014.4,NVIDIA Corp
IBIT,3.092364054143319,2126739.1,iShares Bitcoin Trust ETF
UTHR,2.7082227555181393,1862550.18,United Therapeutics Corp
ANET,2.60935136915748,1794552.48,Arista Networks Inc
T,2.5509503551792037,1754387.83,AT&amp;T Inc
CVX,2.1055855179852414,1448093.1,Chevron Corp
FGXXX,2.079209971103872,1429953.61,First American Government Obli
ALL,2.0129865409715877,1384409.18,Allstate Corp/The
COP,1.980559729710639,1362108.0,ConocoPhillips
NFG,1.9700836611899202,1354903.2,National Fuel Gas Co
TSN,1.7718167506133295,1218547.33,Tyson Foods Inc
ASML,1.6939161566293177,1164972.06,ASML Holding NV
JNJ,1.563517108359786,1075291.56,Johnson &amp; Johnson
SPG,1.3873010948094158,954100.95,Simon Property Group Inc
SHEL,1.3821422330355868,950553.0,Shell PLC
RTX,1.3008863977688725,894670.2,RTX Corp
AMD,1.295879599514627,891226.83,Advanced Micro Devices Inc
LHX,1.17285140068805,806615.55,L3Harris Technologies Inc
FIS,1.1027352869503582,758393.97,Fidelity National Information
ACN,1.1013885985784626,757467.8,Accenture PLC
NVT,1.1012127178811126,757346.84,nVent Electric PLC
TXN,1.0969686654718476,754428.04,Texas Instruments Inc
WWD,1.0824945099747643,744473.6,Woodward Inc
NGL,1.0812029006440032,743585.31,NGL Energy Partners LP
WMB,1.027878638791909,706912.14,Williams Cos Inc/The
TSLA,1.0086465730941963,693685.5,Tesla Inc
AER,1.004905822144758,691112.84,AerCap Holdings NV
FDX,0.9203083408708062,632931.86,FedEx Corp
AVGO,0.8996298978080571,618710.49,Broadcom Inc
COST,0.8562698968819381,588890.13,Costco Wholesale Corp
PYPL,0.8442411752011325,580617.51,PayPal Holdings Inc
PM,0.8313412362796596,571745.72,Philip Morris International In
CAT,0.7725969670415999,531345.0,Caterpillar Inc
FCFS,0.7681403339614307,528280.0,FirstCash Holdings Inc
OSK,0.7583764979306497,521565.03,Oshkosh Corp
ORLY,0.7429212433782605,510935.85,O'Reilly Automotive Inc
LIN,0.6985084446767104,480391.44,Linde PLC
